ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,maxtempC,mintempC,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
KK Nagar ATM,2017-03-26,37,17,20,97300,29200,68100,SUNDAY,NH,H,HHW,36,20,11.6,7,0,04:55 AM,05:04 PM,06:24 AM,06:34 PM,13,29,29,29,14,2,43,0.0,1012,36,10,150,10
Christ College ATM,2017-03-26,3,2,1,22000,20000,2000,SUNDAY,NH,H,HHW,36,20,11.6,7,0,04:55 AM,05:04 PM,06:24 AM,06:34 PM,13,29,29,29,14,2,43,0.0,1012,36,10,150,10
Big Street ATM,2017-03-27,63,14,49,154900,21100,133800,MONDAY,NH,W,HWW,36,20,11.6,7,0,05:42 AM,06:00 PM,06:23 AM,06:34 PM,11,29,29,29,16,2,36,0.0,1013,36,10,150,11
Mount Road ATM,2017-03-27,112,52,60,357700,227800,129900,MONDAY,NH,W,HWW,36,20,11.6,7,0,05:42 AM,06:00 PM,06:23 AM,06:34 PM,11,29,29,29,16,2,36,0.0,1013,36,10,150,11
Airport ATM,2017-03-27,23,15,8,51600,42600,9000,MONDAY,NH,W,HWW,36,20,11.6,7,0,05:42 AM,06:00 PM,06:23 AM,06:34 PM,11,29,29,29,16,2,36,0.0,1013,36,10,150,11
KK Nagar ATM,2017-03-27,82,52,30,387900,275700,112200,MONDAY,NH,W,HWW,36,20,11.6,7,0,05:42 AM,06:00 PM,06:23 AM,06:34 PM,11,29,29,29,16,2,36,0.0,1013,36,10,150,11
Christ College ATM,2017-03-27,216,48,168,1043800,366500,677300,MONDAY,NH,W,HWW,36,20,11.6,7,0,05:42 AM,06:00 PM,06:23 AM,06:34 PM,11,29,29,29,16,2,36,0.0,1013,36,10,150,11
Big Street ATM,2017-03-28,139,28,111,441000,121600,319400,TUESDAY,NH,W,WWH,35,20,11.6,7,1,06:29 AM,06:57 PM,06:22 AM,06:34 PM,14,29,29,29,12,3,48,0.0,1013,35,10,173,9
Mount Road ATM,2017-03-28,19,10,9,70000,39800,30200,TUESDAY,NH,W,WWH,35,20,11.6,7,1,06:29 AM,06:57 PM,06:22 AM,06:34 PM,14,29,29,29,12,3,48,0.0,1013,35,10,173,9
KK Nagar ATM,2017-03-28,71,52,19,397600,351200,46400,TUESDAY,NH,W,WWH,35,20,11.6,7,1,06:29 AM,06:57 PM,06:22 AM,06:34 PM,14,29,29,29,12,3,48,0.0,1013,35,10,173,9
Christ College ATM,2017-03-28,188,56,132,942500,387000,555500,TUESDAY,NH,W,WWH,35,20,11.6,7,1,06:29 AM,06:57 PM,06:22 AM,06:34 PM,14,29,29,29,12,3,48,0.0,1013,35,10,173,9
Big Street ATM,2017-03-29,107,40,67,515400,330300,185100,WEDNESDAY,N,H,WHW,36,21,11.6,7,8,07:18 AM,07:55 PM,06:22 AM,06:34 PM,14,30,30,29,13,6,47,0.0,1012,36,10,156,9
Mount Road ATM,2017-03-29,140,57,83,461300,261800,199500,WEDNESDAY,N,H,WHW,36,21,11.6,7,8,07:18 AM,07:55 PM,06:22 AM,06:34 PM,14,30,30,29,13,6,47,0.0,1012,36,10,156,9
KK Nagar ATM,2017-03-29,190,116,74,1260700,889200,371500,WEDNESDAY,N,H,WHW,36,21,11.6,7,8,07:18 AM,07:55 PM,06:22 AM,06:34 PM,14,30,30,29,13,6,47,0.0,1012,36,10,156,9
Christ College ATM,2017-03-29,227,60,167,1023000,466200,556800,WEDNESDAY,N,H,WHW,36,21,11.6,7,8,07:18 AM,07:55 PM,06:22 AM,06:34 PM,14,30,30,29,13,6,47,0.0,1012,36,10,156,9
Big Street ATM,2017-03-30,110,25,85,457500,163100,294400,THURSDAY,NH,W,HWW,35,21,11.6,7,15,08:08 AM,08:54 PM,06:21 AM,06:34 PM,14,29,29,29,13,8,48,0.1,1012,35,9,167,9
Mount Road ATM,2017-03-30,77,29,48,200200,134800,65400,THURSDAY,NH,W,HWW,35,21,11.6,7,15,08:08 AM,08:54 PM,06:21 AM,06:34 PM,14,29,29,29,13,8,48,0.1,1012,35,9,167,9
KK Nagar ATM,2017-03-30,85,51,34,438600,283800,154800,THURSDAY,NH,W,HWW,35,21,11.6,7,15,08:08 AM,08:54 PM,06:21 AM,06:34 PM,14,29,29,29,13,8,48,0.1,1012,35,9,167,9
Christ College ATM,2017-03-30,164,47,117,842000,317900,524100,THURSDAY,NH,W,HWW,35,21,11.6,7,15,08:08 AM,08:54 PM,06:21 AM,06:34 PM,14,29,29,29,13,8,48,0.1,1012,35,9,167,9
Big Street ATM,2017-03-31,115,31,84,581600,289300,292300,FRIDAY,NH,W,WWH,36,20,11.6,7,19,09:01 AM,09:55 PM,06:20 AM,06:35 PM,12,29,29,30,16,1,38,0.0,1013,36,10,141,12
Mount Road ATM,2017-03-31,82,38,44,330700,219700,111000,FRIDAY,NH,W,WWH,36,20,11.6,7,19,09:01 AM,09:55 PM,06:20 AM,06:35 PM,12,29,29,30,16,1,38,0.0,1013,36,10,141,12
KK Nagar ATM,2017-03-31,135,89,46,916900,675800,241100,FRIDAY,NH,W,WWH,36,20,11.6,7,19,09:01 AM,09:55 PM,06:20 AM,06:35 PM,12,29,29,30,16,1,38,0.0,1013,36,10,141,12
Christ College ATM,2017-03-31,276,102,174,1300300,600800,699500,FRIDAY,NH,W,WWH,36,20,11.6,7,19,09:01 AM,09:55 PM,06:20 AM,06:35 PM,12,29,29,30,16,1,38,0.0,1013,36,10,141,12
Big Street ATM,2017-04-01,37,13,24,131200,87600,43600,SATURDAY,NH,H,WHH,36,20,11.6,7,31,09:55 AM,10:55 PM,06:20 AM,06:35 PM,15,30,30,30,13,3,48,0.0,1012,36,10,182,10
KK Nagar ATM,2017-04-01,281,181,100,1782200,1283900,498300,SATURDAY,NH,H,WHH,36,20,11.6,7,31,09:55 AM,10:55 PM,06:20 AM,06:35 PM,15,30,30,30,13,3,48,0.0,1012,36,10,182,10
Christ College ATM,2017-04-01,144,45,99,459000,134900,324100,SATURDAY,NH,H,WHH,36,20,11.6,7,31,09:55 AM,10:55 PM,06:20 AM,06:35 PM,15,30,30,30,13,3,48,0.0,1012,36,10,182,10
Big Street ATM,2017-04-02,103,16,87,361300,88100,273200,SUNDAY,NH,H,HHW,36,21,11.6,7,38,10:51 AM,11:55 PM,06:19 AM,06:35 PM,16,30,30,30,12,5,48,0.0,1011,36,10,183,9
Mount Road ATM,2017-04-02,72,16,56,225300,116600,108700,SUNDAY,NH,H,HHW,36,21,11.6,7,38,10:51 AM,11:55 PM,06:19 AM,06:35 PM,16,30,30,30,12,5,48,0.0,1011,36,10,183,9
KK Nagar ATM,2017-04-02,160,115,45,1042300,826900,215400,SUNDAY,NH,H,HHW,36,21,11.6,7,38,10:51 AM,11:55 PM,06:19 AM,06:35 PM,16,30,30,30,12,5,48,0.0,1011,36,10,183,9
Christ College ATM,2017-04-02,16,1,15,67300,100,67200,SUNDAY,NH,H,HHW,36,21,11.6,7,38,10:51 AM,11:55 PM,06:19 AM,06:35 PM,16,30,30,30,12,5,48,0.0,1011,36,10,183,9
Big Street ATM,2017-04-03,203,34,169,879300,157300,722000,MONDAY,NH,W,HWW,36,21,11.6,7,46,11:49 AM,No moonset,06:18 AM,06:35 PM,16,31,31,30,9,7,50,0.1,1012,36,10,180,7
Mount Road ATM,2017-04-03,180,51,129,806600,271100,535500,MONDAY,NH,W,HWW,36,21,11.6,7,46,11:49 AM,No moonset,06:18 AM,06:35 PM,16,31,31,30,9,7,50,0.1,1012,36,10,180,7
Airport ATM,2017-04-03,59,41,18,353300,301400,51900,MONDAY,NH,W,HWW,36,21,11.6,7,46,11:49 AM,No moonset,06:18 AM,06:35 PM,16,31,31,30,9,7,50,0.1,1012,36,10,180,7
KK Nagar ATM,2017-04-03,282,194,88,2039700,1554100,485600,MONDAY,NH,W,HWW,36,21,11.6,7,46,11:49 AM,No moonset,06:18 AM,06:35 PM,16,31,31,30,9,7,50,0.1,1012,36,10,180,7
Christ College ATM,2017-04-03,13,8,5,46900,26500,20400,MONDAY,NH,W,HWW,36,21,11.6,7,46,11:49 AM,No moonset,06:18 AM,06:35 PM,16,31,31,30,9,7,50,0.1,1012,36,10,180,7
Big Street ATM,2017-04-04,86,14,72,300600,51800,248800,TUESDAY,NH,W,WWW,36,22,11.6,7,54,12:46 PM,12:52 AM,06:18 AM,06:35 PM,17,31,31,30,11,6,50,1.2,1012,36,10,190,7
Mount Road ATM,2017-04-04,213,79,134,952800,410300,542500,TUESDAY,NH,W,WWW,36,22,11.6,7,54,12:46 PM,12:52 AM,06:18 AM,06:35 PM,17,31,31,30,11,6,50,1.2,1012,36,10,190,7
Airport ATM,2017-04-04,71,49,22,351000,263100,87900,TUESDAY,NH,W,WWW,36,22,11.6,7,54,12:46 PM,12:52 AM,06:18 AM,06:35 PM,17,31,31,30,11,6,50,1.2,1012,36,10,190,7
KK Nagar ATM,2017-04-04,105,76,29,671400,542000,129400,TUESDAY,NH,W,WWW,36,22,11.6,7,54,12:46 PM,12:52 AM,06:18 AM,06:35 PM,17,31,31,30,11,6,50,1.2,1012,36,10,190,7
Christ College ATM,2017-04-04,121,35,86,536100,127000,409100,TUESDAY,NH,W,WWW,36,22,11.6,7,54,12:46 PM,12:52 AM,06:18 AM,06:35 PM,17,31,31,30,11,6,50,1.2,1012,36,10,190,7
Big Street ATM,2017-04-05,149,35,114,636200,265600,370600,WEDNESDAY,NH,W,WWW,36,22,11.6,7,61,01:43 PM,01:47 AM,06:17 AM,06:35 PM,18,30,30,29,11,14,57,1.5,1011,36,10,233,8
Mount Road ATM,2017-04-05,186,93,93,768300,388900,379400,WEDNESDAY,NH,W,WWW,36,22,11.6,7,61,01:43 PM,01:47 AM,06:17 AM,06:35 PM,18,30,30,29,11,14,57,1.5,1011,36,10,233,8
Airport ATM,2017-04-05,76,59,17,567900,485400,82500,WEDNESDAY,NH,W,WWW,36,22,11.6,7,61,01:43 PM,01:47 AM,06:17 AM,06:35 PM,18,30,30,29,11,14,57,1.5,1011,36,10,233,8
KK Nagar ATM,2017-04-05,131,85,46,793800,522300,271500,WEDNESDAY,NH,W,WWW,36,22,11.6,7,61,01:43 PM,01:47 AM,06:17 AM,06:35 PM,18,30,30,29,11,14,57,1.5,1011,36,10,233,8
Christ College ATM,2017-04-05,202,59,143,1048900,395700,653200,WEDNESDAY,NH,W,WWW,36,22,11.6,7,61,01:43 PM,01:47 AM,06:17 AM,06:35 PM,18,30,30,29,11,14,57,1.5,1011,36,10,233,8
Big Street ATM,2017-04-06,35,4,31,122100,32000,90100,THURSDAY,NH,W,WWW,35,22,11.6,7,69,02:38 PM,02:38 AM,06:17 AM,06:35 PM,18,30,30,29,11,18,54,2.2,1010,35,10,209,8
Mount Road ATM,2017-04-06,173,64,109,695200,301000,394200,THURSDAY,NH,W,WWW,35,22,11.6,7,69,02:38 PM,02:38 AM,06:17 AM,06:35 PM,18,30,30,29,11,18,54,2.2,1010,35,10,209,8
Airport ATM,2017-04-06,23,21,2,170500,156500,14000,THURSDAY,NH,W,WWW,35,22,11.6,7,69,02:38 PM,02:38 AM,06:17 AM,06:35 PM,18,30,30,29,11,18,54,2.2,1010,35,10,209,8
KK Nagar ATM,2017-04-06,90,51,39,534000,330200,203800,THURSDAY,NH,W,WWW,35,22,11.6,7,69,02:38 PM,02:38 AM,06:17 AM,06:35 PM,18,30,30,29,11,18,54,2.2,1010,35,10,209,8
Christ College ATM,2017-04-06,190,34,156,977100,211800,765300,THURSDAY,NH,W,WWW,35,22,11.6,7,69,02:38 PM,02:38 AM,06:17 AM,06:35 PM,18,30,30,29,11,18,54,2.2,1010,35,10,209,8
Mount Road ATM,2017-04-07,215,100,115,1213600,726200,487400,FRIDAY,NH,W,WWH,34,22,11.6,7,76,03:32 PM,03:26 AM,06:16 AM,06:35 PM,18,30,30,29,10,22,58,1.3,1011,34,10,199,7
Airport ATM,2017-04-07,50,32,18,308600,215000,93600,FRIDAY,NH,W,WWH,34,22,11.6,7,76,03:32 PM,03:26 AM,06:16 AM,06:35 PM,18,30,30,29,10,22,58,1.3,1011,34,10,199,7
KK Nagar ATM,2017-04-07,111,74,37,633900,458200,175700,FRIDAY,NH,W,WWH,34,22,11.6,7,76,03:32 PM,03:26 AM,06:16 AM,06:35 PM,18,30,30,29,10,22,58,1.3,1011,34,10,199,7
Christ College ATM,2017-04-07,239,90,149,1025400,503800,521600,FRIDAY,NH,W,WWH,34,22,11.6,7,76,03:32 PM,03:26 AM,06:16 AM,06:35 PM,18,30,30,29,10,22,58,1.3,1011,34,10,199,7
Mount Road ATM,2017-04-08,132,47,85,572900,323700,249200,SATURDAY,NH,H,WHH,35,23,11.6,7,84,04:22 PM,04:11 AM,06:15 AM,06:35 PM,16,31,31,30,10,12,47,2.5,1010,35,10,160,7
Airport ATM,2017-04-08,60,32,28,348900,204900,144000,SATURDAY,NH,H,WHH,35,23,11.6,7,84,04:22 PM,04:11 AM,06:15 AM,06:35 PM,16,31,31,30,10,12,47,2.5,1010,35,10,160,7
KK Nagar ATM,2017-04-08,181,95,86,1026000,628300,397700,SATURDAY,NH,H,WHH,35,23,11.6,7,84,04:22 PM,04:11 AM,06:15 AM,06:35 PM,16,31,31,30,10,12,47,2.5,1010,35,10,160,7
Christ College ATM,2017-04-08,44,9,35,169600,46000,123600,SATURDAY,NH,H,WHH,35,23,11.6,7,84,04:22 PM,04:11 AM,06:15 AM,06:35 PM,16,31,31,30,10,12,47,2.5,1010,35,10,160,7
Mount Road ATM,2017-04-09,164,34,130,507700,133700,374000,SUNDAY,H,H,HHW,35,23,11.6,7,91,05:12 PM,04:54 AM,06:15 AM,06:35 PM,18,31,31,29,11,10,54,1.0,1010,35,10,184,8
Airport ATM,2017-04-09,74,30,44,323800,163700,160100,SUNDAY,H,H,HHW,35,23,11.6,7,91,05:12 PM,04:54 AM,06:15 AM,06:35 PM,18,31,31,29,11,10,54,1.0,1010,35,10,184,8
KK Nagar ATM,2017-04-09,34,19,15,118400,76700,41700,SUNDAY,H,H,HHW,35,23,11.6,7,91,05:12 PM,04:54 AM,06:15 AM,06:35 PM,18,31,31,29,11,10,54,1.0,1010,35,10,184,8
Christ College ATM,2017-04-09,153,18,135,543300,55600,487700,SUNDAY,H,H,HHW,35,23,11.6,7,91,05:12 PM,04:54 AM,06:15 AM,06:35 PM,18,31,31,29,11,10,54,1.0,1010,35,10,184,8
Mount Road ATM,2017-04-10,171,67,104,648800,350500,298300,MONDAY,NH,W,HWW,34,22,11.6,7,99,06:01 PM,05:36 AM,06:14 AM,06:35 PM,19,30,30,28,12,20,61,1.5,1010,34,10,236,9
Airport ATM,2017-04-10,122,60,62,667300,374100,293200,MONDAY,NH,W,HWW,34,22,11.6,7,99,06:01 PM,05:36 AM,06:14 AM,06:35 PM,19,30,30,28,12,20,61,1.5,1010,34,10,236,9
KK Nagar ATM,2017-04-10,242,132,110,1642700,950600,692100,MONDAY,NH,W,HWW,34,22,11.6,7,99,06:01 PM,05:36 AM,06:14 AM,06:35 PM,19,30,30,28,12,20,61,1.5,1010,34,10,236,9
Christ College ATM,2017-04-10,205,43,162,942800,226900,715900,MONDAY,NH,W,HWW,34,22,11.6,7,99,06:01 PM,05:36 AM,06:14 AM,06:35 PM,19,30,30,28,12,20,61,1.5,1010,34,10,236,9
Big Street ATM,2017-04-11,143,27,116,415200,99300,315900,TUESDAY,NH,W,WWW,34,22,11.6,7,100,06:49 PM,06:16 AM,06:14 AM,06:35 PM,19,30,30,28,11,22,62,1.7,1010,34,10,231,8
Mount Road ATM,2017-04-11,174,51,123,648700,191900,456800,TUESDAY,NH,W,WWW,34,22,11.6,7,100,06:49 PM,06:16 AM,06:14 AM,06:35 PM,19,30,30,28,11,22,62,1.7,1010,34,10,231,8
Airport ATM,2017-04-11,90,38,52,530100,240900,289200,TUESDAY,NH,W,WWW,34,22,11.6,7,100,06:49 PM,06:16 AM,06:14 AM,06:35 PM,19,30,30,28,11,22,62,1.7,1010,34,10,231,8
KK Nagar ATM,2017-04-11,39,27,12,202400,153100,49300,TUESDAY,NH,W,WWW,34,22,11.6,7,100,06:49 PM,06:16 AM,06:14 AM,06:35 PM,19,30,30,28,11,22,62,1.7,1010,34,10,231,8
Christ College ATM,2017-04-11,114,23,91,462100,150200,311900,TUESDAY,NH,W,WWW,34,22,11.6,7,100,06:49 PM,06:16 AM,06:14 AM,06:35 PM,19,30,30,28,11,22,62,1.7,1010,34,10,231,8
Big Street ATM,2017-04-12,128,32,96,454400,185600,268800,WEDNESDAY,NH,W,WWW,36,22,11.6,7,86,07:37 PM,06:57 AM,06:13 AM,06:35 PM,18,31,31,30,10,8,54,0.0,1010,36,10,214,7
Mount Road ATM,2017-04-12,105,43,62,349600,144100,205500,WEDNESDAY,NH,W,WWW,36,22,11.6,7,86,07:37 PM,06:57 AM,06:13 AM,06:35 PM,18,31,31,30,10,8,54,0.0,1010,36,10,214,7
Airport ATM,2017-04-12,67,41,26,212100,133200,78900,WEDNESDAY,NH,W,WWW,36,22,11.6,7,86,07:37 PM,06:57 AM,06:13 AM,06:35 PM,18,31,31,30,10,8,54,0.0,1010,36,10,214,7
KK Nagar ATM,2017-04-12,95,61,34,651900,458300,193600,WEDNESDAY,NH,W,WWW,36,22,11.6,7,86,07:37 PM,06:57 AM,06:13 AM,06:35 PM,18,31,31,30,10,8,54,0.0,1010,36,10,214,7
Christ College ATM,2017-04-12,239,56,183,1164200,378500,785700,WEDNESDAY,NH,W,WWW,36,22,11.6,7,86,07:37 PM,06:57 AM,06:13 AM,06:35 PM,18,31,31,30,10,8,54,0.0,1010,36,10,214,7
Big Street ATM,2017-04-13,79,19,60,324100,122200,201900,THURSDAY,NH,W,WWH,36,23,11.6,7,79,08:24 PM,07:39 AM,06:12 AM,06:35 PM,17,31,31,30,12,5,54,0.6,1010,36,10,174,9
Mount Road ATM,2017-04-13,122,50,72,477400,279100,198300,THURSDAY,NH,W,WWH,36,23,11.6,7,79,08:24 PM,07:39 AM,06:12 AM,06:35 PM,17,31,31,30,12,5,54,0.6,1010,36,10,174,9
Airport ATM,2017-04-13,71,42,29,442400,330400,112000,THURSDAY,NH,W,WWH,36,23,11.6,7,79,08:24 PM,07:39 AM,06:12 AM,06:35 PM,17,31,31,30,12,5,54,0.6,1010,36,10,174,9
KK Nagar ATM,2017-04-13,83,46,37,485200,265700,219500,THURSDAY,NH,W,WWH,36,23,11.6,7,79,08:24 PM,07:39 AM,06:12 AM,06:35 PM,17,31,31,30,12,5,54,0.6,1010,36,10,174,9
Christ College ATM,2017-04-13,216,37,179,989000,199800,789200,THURSDAY,NH,W,WWH,36,23,11.6,7,79,08:24 PM,07:39 AM,06:12 AM,06:35 PM,17,31,31,30,12,5,54,0.6,1010,36,10,174,9
Big Street ATM,2017-04-14,125,26,99,447700,125700,322000,FRIDAY,N,H,WHH,36,22,11.6,7,71,09:12 PM,08:20 AM,06:12 AM,06:35 PM,17,31,31,30,10,3,56,0.7,1010,36,10,203,8
Mount Road ATM,2017-04-14,123,37,86,494200,216100,278100,FRIDAY,N,H,WHH,36,22,11.6,7,71,09:12 PM,08:20 AM,06:12 AM,06:35 PM,17,31,31,30,10,3,56,0.7,1010,36,10,203,8
Airport ATM,2017-04-14,17,11,6,47700,39800,7900,FRIDAY,N,H,WHH,36,22,11.6,7,71,09:12 PM,08:20 AM,06:12 AM,06:35 PM,17,31,31,30,10,3,56,0.7,1010,36,10,203,8
KK Nagar ATM,2017-04-14,97,52,45,605200,321800,283400,FRIDAY,N,H,WHH,36,22,11.6,7,71,09:12 PM,08:20 AM,06:12 AM,06:35 PM,17,31,31,30,10,3,56,0.7,1010,36,10,203,8
Big Street ATM,2017-04-15,123,12,111,430800,46300,384500,SATURDAY,NH,H,HHH,36,21,11.6,7,63,10:01 PM,09:04 AM,06:11 AM,06:35 PM,18,30,30,29,13,5,58,0.8,1009,36,10,227,10
Mount Road ATM,2017-04-15,66,27,39,299000,250500,48500,SATURDAY,NH,H,HHH,36,21,11.6,7,63,10:01 PM,09:04 AM,06:11 AM,06:35 PM,18,30,30,29,13,5,58,0.8,1009,36,10,227,10
Airport ATM,2017-04-15,67,35,32,336100,195100,141000,SATURDAY,NH,H,HHH,36,21,11.6,7,63,10:01 PM,09:04 AM,06:11 AM,06:35 PM,18,30,30,29,13,5,58,0.8,1009,36,10,227,10
KK Nagar ATM,2017-04-15,186,106,80,1211400,776600,434800,SATURDAY,NH,H,HHH,36,21,11.6,7,63,10:01 PM,09:04 AM,06:11 AM,06:35 PM,18,30,30,29,13,5,58,0.8,1009,36,10,227,10
Christ College ATM,2017-04-15,258,52,206,1266600,313800,952800,SATURDAY,NH,H,HHH,36,21,11.6,7,63,10:01 PM,09:04 AM,06:11 AM,06:35 PM,18,30,30,29,13,5,58,0.8,1009,36,10,227,10
Big Street ATM,2017-04-16,115,28,87,357700,84600,273100,SUNDAY,NH,H,HHW,35,22,11.6,7,56,10:49 PM,09:50 AM,06:11 AM,06:36 PM,19,30,30,28,18,14,62,1.9,1009,35,10,251,14
Mount Road ATM,2017-04-16,60,8,52,200400,53600,146800,SUNDAY,NH,H,HHW,35,22,11.6,7,56,10:49 PM,09:50 AM,06:11 AM,06:36 PM,19,30,30,28,18,14,62,1.9,1009,35,10,251,14
Airport ATM,2017-04-16,70,47,23,410700,321500,89200,SUNDAY,NH,H,HHW,35,22,11.6,7,56,10:49 PM,09:50 AM,06:11 AM,06:36 PM,19,30,30,28,18,14,62,1.9,1009,35,10,251,14
KK Nagar ATM,2017-04-16,174,96,78,777800,421700,356100,SUNDAY,NH,H,HHW,35,22,11.6,7,56,10:49 PM,09:50 AM,06:11 AM,06:36 PM,19,30,30,28,18,14,62,1.9,1009,35,10,251,14
Christ College ATM,2017-04-16,246,47,199,1028200,171300,856900,SUNDAY,NH,H,HHW,35,22,11.6,7,56,10:49 PM,09:50 AM,06:11 AM,06:36 PM,19,30,30,28,18,14,62,1.9,1009,35,10,251,14
Big Street ATM,2017-04-17,117,23,94,350000,80100,269900,MONDAY,NH,W,HWW,34,22,11.6,7,48,11:37 PM,10:36 AM,06:10 AM,06:36 PM,19,30,30,28,16,14,63,2.7,1011,34,10,247,12
Mount Road ATM,2017-04-17,68,25,43,202800,60800,142000,MONDAY,NH,W,HWW,34,22,11.6,7,48,11:37 PM,10:36 AM,06:10 AM,06:36 PM,19,30,30,28,16,14,63,2.7,1011,34,10,247,12
Airport ATM,2017-04-17,10,6,4,17600,11700,5900,MONDAY,NH,W,HWW,34,22,11.6,7,48,11:37 PM,10:36 AM,06:10 AM,06:36 PM,19,30,30,28,16,14,63,2.7,1011,34,10,247,12
KK Nagar ATM,2017-04-17,108,64,44,703200,469200,234000,MONDAY,NH,W,HWW,34,22,11.6,7,48,11:37 PM,10:36 AM,06:10 AM,06:36 PM,19,30,30,28,16,14,63,2.7,1011,34,10,247,12
Christ College ATM,2017-04-17,226,39,187,1052300,219400,832900,MONDAY,NH,W,HWW,34,22,11.6,7,48,11:37 PM,10:36 AM,06:10 AM,06:36 PM,19,30,30,28,16,14,63,2.7,1011,34,10,247,12
Big Street ATM,2017-04-18,100,14,86,349300,55200,294100,TUESDAY,NH,W,WWW,35,22,11.6,7,41,No moonrise,11:25 AM,06:10 AM,06:36 PM,19,30,30,29,14,8,60,1.6,1010,35,10,256,10
Mount Road ATM,2017-04-18,94,19,75,307900,65900,242000,TUESDAY,NH,W,WWW,35,22,11.6,7,41,No moonrise,11:25 AM,06:10 AM,06:36 PM,19,30,30,29,14,8,60,1.6,1010,35,10,256,10
KK Nagar ATM,2017-04-18,81,48,33,420800,244800,176000,TUESDAY,NH,W,WWW,35,22,11.6,7,41,No moonrise,11:25 AM,06:10 AM,06:36 PM,19,30,30,29,14,8,60,1.6,1010,35,10,256,10
Christ College ATM,2017-04-18,111,39,72,565200,300600,264600,TUESDAY,NH,W,WWW,35,22,11.6,7,41,No moonrise,11:25 AM,06:10 AM,06:36 PM,19,30,30,29,14,8,60,1.6,1010,35,10,256,10
Big Street ATM,2017-04-19,114,45,69,445200,261400,183800,WEDNESDAY,NH,W,WWW,36,22,11.6,7,33,12:25 AM,12:14 PM,06:09 AM,06:36 PM,20,30,30,28,16,22,64,1.6,1010,36,10,249,12
Mount Road ATM,2017-04-19,74,24,50,229200,92800,136400,WEDNESDAY,NH,W,WWW,36,22,11.6,7,33,12:25 AM,12:14 PM,06:09 AM,06:36 PM,20,30,30,28,16,22,64,1.6,1010,36,10,249,12
KK Nagar ATM,2017-04-19,97,58,39,553600,404900,148700,WEDNESDAY,NH,W,WWW,36,22,11.6,7,33,12:25 AM,12:14 PM,06:09 AM,06:36 PM,20,30,30,28,16,22,64,1.6,1010,36,10,249,12
Christ College ATM,2017-04-19,2,2,0,5100,5100,0,WEDNESDAY,NH,W,WWW,36,22,11.6,7,33,12:25 AM,12:14 PM,06:09 AM,06:36 PM,20,30,30,28,16,22,64,1.6,1010,36,10,249,12
Big Street ATM,2017-04-20,100,29,71,364600,160700,203900,THURSDAY,NH,W,WWW,34,23,11.6,7,26,01:12 AM,01:05 PM,06:09 AM,06:36 PM,20,30,30,28,17,30,66,3.1,1010,34,10,246,13
Mount Road ATM,2017-04-20,52,28,24,201700,162300,39400,THURSDAY,NH,W,WWW,34,23,11.6,7,26,01:12 AM,01:05 PM,06:09 AM,06:36 PM,20,30,30,28,17,30,66,3.1,1010,34,10,246,13
KK Nagar ATM,2017-04-20,70,43,27,377200,240900,136300,THURSDAY,NH,W,WWW,34,23,11.6,7,26,01:12 AM,01:05 PM,06:09 AM,06:36 PM,20,30,30,28,17,30,66,3.1,1010,34,10,246,13
Christ College ATM,2017-04-20,150,65,85,818800,490700,328100,THURSDAY,NH,W,WWW,34,23,11.6,7,26,01:12 AM,01:05 PM,06:09 AM,06:36 PM,20,30,30,28,17,30,66,3.1,1010,34,10,246,13
Big Street ATM,2017-04-21,117,30,87,454700,153000,301700,FRIDAY,NH,W,WWH,32,23,11.6,7,18,01:59 AM,01:57 PM,06:08 AM,06:36 PM,20,29,29,27,17,26,70,4.9,1011,32,10,245,13
Mount Road ATM,2017-04-21,55,16,39,182200,66400,115800,FRIDAY,NH,W,WWH,32,23,11.6,7,18,01:59 AM,01:57 PM,06:08 AM,06:36 PM,20,29,29,27,17,26,70,4.9,1011,32,10,245,13
KK Nagar ATM,2017-04-21,77,49,28,347000,200900,146100,FRIDAY,NH,W,WWH,32,23,11.6,7,18,01:59 AM,01:57 PM,06:08 AM,06:36 PM,20,29,29,27,17,26,70,4.9,1011,32,10,245,13
Christ College ATM,2017-04-21,195,61,134,807000,263500,543500,FRIDAY,NH,W,WWH,32,23,11.6,7,18,01:59 AM,01:57 PM,06:08 AM,06:36 PM,20,29,29,27,17,26,70,4.9,1011,32,10,245,13
Big Street ATM,2017-04-22,75,16,59,283500,94500,189000,SATURDAY,NH,H,WHH,33,22,11.6,7,11,02:44 AM,02:50 PM,06:08 AM,06:36 PM,20,29,29,27,15,25,67,3.1,1011,33,10,256,11
Mount Road ATM,2017-04-22,87,31,56,449400,286100,163300,SATURDAY,NH,H,WHH,33,22,11.6,7,11,02:44 AM,02:50 PM,06:08 AM,06:36 PM,20,29,29,27,15,25,67,3.1,1011,33,10,256,11
