ATM Name,Transaction Date,Total amount Withdrawn,Weekday,Type,isYesterdayHoliday,isHoliday,isTomorrowHoliday,isYesterdayWeekday,isTomorrowWeekday,isWeekday,Rainfall Status
Airport ATM,2011-12-26,141700,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
KK Nagar ATM,2011-12-26,594600,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Christ College ATM,2011-12-26,355800,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Big Street ATM,2011-12-27,120500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-12-27,396400,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-12-27,263200,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-12-27,549100,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-12-27,232500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-12-28,88800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-12-28,468700,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-12-28,437000,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-12-28,523400,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-12-28,279900,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-12-29,116000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-12-29,189300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-12-29,350000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-12-29,449800,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-12-29,334300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-12-30,40800,FRIDAY,No Holiday,False,False,True,True,False,True,Light Rain
Mount Road ATM,2011-12-30,381900,FRIDAY,No Holiday,False,False,True,True,False,True,Light Rain
Airport ATM,2011-12-30,253600,FRIDAY,No Holiday,False,False,True,True,False,True,Light Rain
KK Nagar ATM,2011-12-30,491100,FRIDAY,No Holiday,False,False,True,True,False,True,Light Rain
Christ College ATM,2011-12-30,336200,FRIDAY,No Holiday,False,False,True,True,False,True,Light Rain
Big Street ATM,2011-12-31,66200,SATURDAY,Observance,False,True,True,True,False,False,Light Rain
Mount Road ATM,2011-12-31,933600,SATURDAY,Observance,False,True,True,True,False,False,Light Rain
Airport ATM,2011-12-31,749100,SATURDAY,Observance,False,True,True,True,False,False,Light Rain
KK Nagar ATM,2011-12-31,1117600,SATURDAY,Observance,False,True,True,True,False,False,Light Rain
Christ College ATM,2011-12-31,549000,SATURDAY,Observance,False,True,True,True,False,False,Light Rain
Big Street ATM,2012-01-01,193800,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
Mount Road ATM,2012-01-01,560900,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
Airport ATM,2012-01-01,378800,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
KK Nagar ATM,2012-01-01,957400,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
Christ College ATM,2012-01-01,356200,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
Big Street ATM,2012-01-02,93300,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Mount Road ATM,2012-01-02,644200,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Airport ATM,2012-01-02,574000,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
KK Nagar ATM,2012-01-02,1055300,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Christ College ATM,2012-01-02,559700,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Big Street ATM,2012-01-03,141900,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-03,827200,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-03,520400,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-03,858500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-03,557100,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-01-04,206800,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
Mount Road ATM,2012-01-04,510700,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
Airport ATM,2012-01-04,529000,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
KK Nagar ATM,2012-01-04,764400,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
Christ College ATM,2012-01-04,430500,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
Big Street ATM,2012-01-05,281800,THURSDAY,Restricted Holiday,False,True,False,True,True,True,No Rain
Mount Road ATM,2012-01-05,706800,THURSDAY,Restricted Holiday,False,True,False,True,True,True,No Rain
Airport ATM,2012-01-05,516400,THURSDAY,Restricted Holiday,False,True,False,True,True,True,No Rain
KK Nagar ATM,2012-01-05,753200,THURSDAY,Restricted Holiday,False,True,False,True,True,True,No Rain
Christ College ATM,2012-01-05,408000,THURSDAY,Restricted Holiday,False,True,False,True,True,True,No Rain
Big Street ATM,2012-01-06,96900,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Mount Road ATM,2012-01-06,722600,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Airport ATM,2012-01-06,431800,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
KK Nagar ATM,2012-01-06,854000,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Christ College ATM,2012-01-06,592900,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Big Street ATM,2012-01-07,128300,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2012-01-07,911300,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2012-01-07,766600,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2012-01-07,802800,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2012-01-07,656600,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2012-01-08,119100,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-01-08,587200,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-01-08,598400,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-01-08,410200,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-01-08,317000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-01-09,166600,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2012-01-09,579600,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2012-01-09,471100,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2012-01-09,885200,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2012-01-09,569900,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2012-01-10,208000,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-10,433600,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-10,631100,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-10,1182400,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-10,593300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-01-11,200200,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-11,522100,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-11,530900,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-11,849500,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-11,412400,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-01-12,151900,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-12,755800,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-12,538800,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-12,933600,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-12,524500,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-01-13,62700,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
Mount Road ATM,2012-01-13,506500,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
Airport ATM,2012-01-13,704600,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
KK Nagar ATM,2012-01-13,602400,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
Christ College ATM,2012-01-13,538100,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
Big Street ATM,2012-01-14,136200,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
Mount Road ATM,2012-01-14,626400,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
Airport ATM,2012-01-14,688900,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
KK Nagar ATM,2012-01-14,730200,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
Christ College ATM,2012-01-14,623900,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
Big Street ATM,2012-01-15,114600,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
Mount Road ATM,2012-01-15,190500,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
Airport ATM,2012-01-15,122300,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
KK Nagar ATM,2012-01-15,322700,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
Christ College ATM,2012-01-15,225700,SUNDAY,Restricted Holiday,True,True,False,False,True,False,No Rain
Big Street ATM,2012-01-16,159700,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Mount Road ATM,2012-01-16,231900,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Airport ATM,2012-01-16,137400,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
KK Nagar ATM,2012-01-16,262600,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Christ College ATM,2012-01-16,114700,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Big Street ATM,2012-01-17,130500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-17,59700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-17,178200,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-17,363600,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-17,194800,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-01-18,204300,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-18,339600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-18,335000,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-18,641900,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-18,537600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-01-19,141400,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-19,404300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-19,216200,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-19,655700,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-19,402700,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-01-20,150300,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2012-01-20,485400,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2012-01-20,423000,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2012-01-20,674300,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2012-01-20,392300,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2012-01-21,193200,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2012-01-21,551200,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2012-01-21,464300,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2012-01-21,717800,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2012-01-21,481500,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2012-01-22,106900,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-01-22,416300,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-01-22,440600,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-01-22,340200,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-01-22,440500,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-01-23,235900,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2012-01-23,519200,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2012-01-23,479600,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2012-01-23,673300,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2012-01-23,321500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2012-01-24,114700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-24,559800,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-24,282500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-24,604600,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-24,341200,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-01-25,190900,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
Mount Road ATM,2012-01-25,542000,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
Airport ATM,2012-01-25,655300,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
KK Nagar ATM,2012-01-25,451600,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
Christ College ATM,2012-01-25,370800,WEDNESDAY,No Holiday,False,False,True,True,True,True,No Rain
Big Street ATM,2012-01-26,137800,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Mount Road ATM,2012-01-26,427400,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Airport ATM,2012-01-26,352300,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
KK Nagar ATM,2012-01-26,469800,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Christ College ATM,2012-01-26,308700,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Big Street ATM,2012-01-27,123100,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Mount Road ATM,2012-01-27,499100,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Airport ATM,2012-01-27,526100,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
KK Nagar ATM,2012-01-27,565900,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Christ College ATM,2012-01-27,484300,FRIDAY,No Holiday,True,False,False,True,False,True,No Rain
Big Street ATM,2012-01-28,137700,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2012-01-28,468300,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2012-01-28,514100,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2012-01-28,513700,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2012-01-28,477400,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2012-01-29,157600,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-01-29,264000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-01-29,274500,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-01-29,298500,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-01-29,429300,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-01-30,241700,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2012-01-30,400400,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2012-01-30,366100,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2012-01-30,732800,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2012-01-30,469200,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2012-01-31,157700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-01-31,448300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-01-31,189300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-01-31,758900,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-01-31,376100,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-01,173900,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-01,704100,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-01,629500,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-01,967300,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-01,499600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-02,217300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-02,646800,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-02,474500,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-02,1044300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-02,397300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-03,208300,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2012-02-03,417900,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2012-02-03,523000,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2012-02-03,663100,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2012-02-03,547200,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2012-02-04,126500,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
Mount Road ATM,2012-02-04,771100,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
Airport ATM,2012-02-04,778500,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
KK Nagar ATM,2012-02-04,1155300,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
Christ College ATM,2012-02-04,632400,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
Big Street ATM,2012-02-05,148800,SUNDAY,Gazetted Holiday,False,True,False,False,True,False,No Rain
Mount Road ATM,2012-02-05,532600,SUNDAY,Gazetted Holiday,False,True,False,False,True,False,No Rain
Airport ATM,2012-02-05,341600,SUNDAY,Gazetted Holiday,False,True,False,False,True,False,No Rain
KK Nagar ATM,2012-02-05,494900,SUNDAY,Gazetted Holiday,False,True,False,False,True,False,No Rain
Christ College ATM,2012-02-05,279600,SUNDAY,Gazetted Holiday,False,True,False,False,True,False,No Rain
Big Street ATM,2012-02-06,111100,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Mount Road ATM,2012-02-06,554800,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Airport ATM,2012-02-06,449700,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
KK Nagar ATM,2012-02-06,1069600,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Christ College ATM,2012-02-06,511300,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Big Street ATM,2012-02-07,184600,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-07,804700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-07,510200,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-07,777700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-07,591400,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-08,196800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-08,886900,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-08,568700,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-08,939100,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-08,594600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-09,176100,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-09,612700,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-09,586100,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-09,986000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-09,428300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-10,234500,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2012-02-10,779900,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2012-02-10,494800,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2012-02-10,907600,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2012-02-10,694700,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2012-02-11,261200,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2012-02-11,534500,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2012-02-11,616600,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2012-02-11,590200,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2012-02-11,482100,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2012-02-12,169900,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2012-02-12,440200,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2012-02-12,407300,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2012-02-12,344600,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2012-02-12,258900,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2012-02-13,175100,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
Mount Road ATM,2012-02-13,573500,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
Airport ATM,2012-02-13,365200,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
KK Nagar ATM,2012-02-13,677000,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
Christ College ATM,2012-02-13,581400,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
Big Street ATM,2012-02-14,182900,TUESDAY,Observance,False,True,False,True,True,True,No Rain
Mount Road ATM,2012-02-14,429500,TUESDAY,Observance,False,True,False,True,True,True,No Rain
Airport ATM,2012-02-14,374800,TUESDAY,Observance,False,True,False,True,True,True,No Rain
KK Nagar ATM,2012-02-14,686700,TUESDAY,Observance,False,True,False,True,True,True,No Rain
Christ College ATM,2012-02-14,263500,TUESDAY,Observance,False,True,False,True,True,True,No Rain
Big Street ATM,2012-02-15,277100,WEDNESDAY,No Holiday,True,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-15,713700,WEDNESDAY,No Holiday,True,False,False,True,True,True,No Rain
Airport ATM,2012-02-15,550600,WEDNESDAY,No Holiday,True,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-15,667600,WEDNESDAY,No Holiday,True,False,False,True,True,True,No Rain
Christ College ATM,2012-02-15,362200,WEDNESDAY,No Holiday,True,False,False,True,True,True,No Rain
Big Street ATM,2012-02-16,153000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2012-02-16,444300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2012-02-16,503000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2012-02-16,809000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2012-02-16,212600,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2012-02-17,162000,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2012-02-17,255900,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2012-02-17,248500,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2012-02-17,434900,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2012-02-17,358600,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2012-02-18,107600,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
Mount Road ATM,2012-02-18,579800,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
Airport ATM,2012-02-18,405600,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
KK Nagar ATM,2012-02-18,281300,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
Christ College ATM,2012-02-18,399600,SATURDAY,No Holiday,False,False,True,True,False,False,No Rain
Big Street ATM,2012-02-19,58900,SUNDAY,Restricted Holiday,False,True,True,False,True,False,No Rain
Mount Road ATM,2012-02-19,375700,SUNDAY,Restricted Holiday,False,True,True,False,True,False,No Rain
Airport ATM,2012-02-19,256600,SUNDAY,Restricted Holiday,False,True,True,False,True,False,No Rain
KK Nagar ATM,2012-02-19,259500,SUNDAY,Restricted Holiday,False,True,True,False,True,False,No Rain
Christ College ATM,2012-02-19,225200,SUNDAY,Restricted Holiday,False,True,True,False,True,False,No Rain
Big Street ATM,2012-02-20,15600,MONDAY,Gazetted Holiday,True,True,False,False,True,True,No Rain
Mount Road ATM,2012-02-20,381900,MONDAY,Gazetted Holiday,True,True,False,False,True,True,No Rain
Airport ATM,2012-02-20,544700,MONDAY,Gazetted Holiday,True,True,False,False,True,True,No Rain
KK Nagar ATM,2012-02-20,761700,MONDAY,Gazetted Holiday,True,True,False,False,True,True,No Rain
Christ College ATM,2012-02-20,503400,MONDAY,Gazetted Holiday,True,True,False,False,True,True,No Rain
