ATM Name,Transaction Date,Total amount Withdrawn,Weekday,Type,isYesterdayHoliday,isHoliday,isTomorrowHoliday,isYesterdayWeekday,isTomorrowWeekday,isWeekday,Rainfall Status
Airport ATM,2016-06-15,276800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2016-06-15,291500,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2016-06-15,743600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2016-06-16,386200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-06-16,181400,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-06-16,387600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-06-16,574600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-06-16,869500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-06-17,371300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2016-06-17,93500,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2016-06-17,267300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2016-06-17,895100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2016-06-17,538400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2016-06-18,312900,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Mount Road ATM,2016-06-18,84000,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Airport ATM,2016-06-18,317000,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
KK Nagar ATM,2016-06-18,712500,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Christ College ATM,2016-06-18,765500,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Big Street ATM,2016-06-19,368400,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Airport ATM,2016-06-19,311600,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
KK Nagar ATM,2016-06-19,517300,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Christ College ATM,2016-06-19,615500,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Big Street ATM,2016-06-20,345500,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
Airport ATM,2016-06-20,457200,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
KK Nagar ATM,2016-06-20,580700,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
Christ College ATM,2016-06-20,762800,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
Big Street ATM,2016-06-21,418400,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-06-21,194900,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-06-21,576100,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-06-21,564800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-06-22,470600,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-06-22,120600,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-06-22,752700,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-06-22,605100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-06-23,440000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-06-23,187500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-06-23,621100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-06-23,612800,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-06-24,302900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2016-06-24,217800,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2016-06-24,684300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2016-06-24,681600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2016-06-25,191000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2016-06-25,100000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2016-06-25,230400,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2016-06-25,533800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2016-06-25,862300,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2016-06-26,384400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2016-06-26,170700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2016-06-26,615800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2016-06-26,447200,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2016-06-27,354500,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2016-06-27,688600,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2016-06-27,103500,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2016-06-27,614600,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2016-06-28,258200,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-06-28,43000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-06-28,148300,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-06-28,666600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-06-28,519400,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-06-29,398300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-06-29,2500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-06-29,211200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-06-29,675500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-06-29,649100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-06-30,103800,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Airport ATM,2016-06-30,561300,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
KK Nagar ATM,2016-06-30,489400,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Christ College ATM,2016-06-30,648900,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Big Street ATM,2016-07-01,205300,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Airport ATM,2016-07-01,369700,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
KK Nagar ATM,2016-07-01,602900,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Christ College ATM,2016-07-01,1155400,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Big Street ATM,2016-07-02,285100,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Airport ATM,2016-07-02,175400,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
KK Nagar ATM,2016-07-02,851600,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Christ College ATM,2016-07-02,1056900,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Big Street ATM,2016-07-03,508100,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2016-07-03,244300,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2016-07-03,594700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2016-07-04,458900,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2016-07-04,80500,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2016-07-04,395600,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2016-07-04,610400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2016-07-04,1007800,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2016-07-05,160000,TUESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Mount Road ATM,2016-07-05,531000,TUESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Airport ATM,2016-07-05,151000,TUESDAY,No Holiday,False,False,True,True,True,True,Light Rain
KK Nagar ATM,2016-07-05,673900,TUESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Christ College ATM,2016-07-05,765800,TUESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Mount Road ATM,2016-07-06,52500,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
Airport ATM,2016-07-06,332300,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-06,593800,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
Christ College ATM,2016-07-06,1207600,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
Big Street ATM,2016-07-07,289400,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
Mount Road ATM,2016-07-07,252000,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-07,1165800,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-07,762700,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
Big Street ATM,2016-07-08,232600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2016-07-08,500,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2016-07-08,240200,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2016-07-08,581700,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2016-07-08,1062900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2016-07-09,402200,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2016-07-09,448300,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2016-07-09,33600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2016-07-09,745300,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2016-07-10,502000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2016-07-10,107900,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2016-07-10,714300,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2016-07-11,477900,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2016-07-11,94500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2016-07-11,279500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2016-07-11,556800,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2016-07-12,609600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-07-12,265500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-12,274200,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-12,585100,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-07-13,268800,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-07-13,500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-13,36600,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-13,1031200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-07-14,516300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-14,14700,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-14,922500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-07-15,425400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2016-07-15,292500,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2016-07-15,783700,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2016-07-16,241800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2016-07-16,230200,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2016-07-16,780300,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2016-07-17,32700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2016-07-17,98000,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2016-07-17,21100,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2016-07-17,434200,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2016-07-18,315400,MONDAY,No Holiday,False,False,True,False,True,True,Light Rain
Mount Road ATM,2016-07-18,420400,MONDAY,No Holiday,False,False,True,False,True,True,Light Rain
Airport ATM,2016-07-18,159300,MONDAY,No Holiday,False,False,True,False,True,True,Light Rain
KK Nagar ATM,2016-07-18,193600,MONDAY,No Holiday,False,False,True,False,True,True,Light Rain
Christ College ATM,2016-07-18,974100,MONDAY,No Holiday,False,False,True,False,True,True,Light Rain
Big Street ATM,2016-07-19,322500,TUESDAY,Observance,False,True,False,True,True,True,Light Rain
Mount Road ATM,2016-07-19,481900,TUESDAY,Observance,False,True,False,True,True,True,Light Rain
Airport ATM,2016-07-19,431800,TUESDAY,Observance,False,True,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-19,629600,TUESDAY,Observance,False,True,False,True,True,True,Light Rain
Christ College ATM,2016-07-19,961200,TUESDAY,Observance,False,True,False,True,True,True,Light Rain
Big Street ATM,2016-07-20,327800,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Mount Road ATM,2016-07-20,419000,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Airport ATM,2016-07-20,308700,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-20,458700,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-20,818800,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Big Street ATM,2016-07-21,113500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-07-21,45500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-07-21,19700,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-21,221600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-21,593300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-07-22,202300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2016-07-22,440100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2016-07-22,300100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2016-07-22,275400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2016-07-22,665300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2016-07-23,41800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2016-07-23,455000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2016-07-23,378200,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2016-07-23,478500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2016-07-23,735500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2016-07-24,473000,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2016-07-24,81500,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2016-07-24,145600,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2016-07-24,98400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2016-07-25,935500,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2016-07-25,356700,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2016-07-25,351800,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2016-07-25,535600,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2016-07-26,501000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-07-26,270800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-26,280600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-26,360400,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-07-27,218500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-07-27,395200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-27,154900,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-27,626700,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-07-28,26000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-07-28,308700,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-07-28,228100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-07-28,264300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-07-29,197100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2016-07-29,155000,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2016-07-29,336900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2016-07-29,292000,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2016-07-29,460100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2016-07-30,192600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2016-07-30,638000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2016-07-30,204600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2016-07-30,994100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2016-07-31,326800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2016-07-31,570000,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2016-07-31,399600,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2016-08-01,428100,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2016-08-01,191000,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2016-08-01,479100,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2016-08-02,562700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2016-08-02,88500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2016-08-02,419000,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2016-08-03,443800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2016-08-03,138000,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2016-08-03,217000,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2016-08-03,1165100,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2016-08-04,229200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-08-04,374000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-08-04,208600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-08-04,871300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-08-05,469300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2016-08-05,317800,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2016-08-05,19300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2016-08-05,198800,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2016-08-05,994300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2016-08-06,607300,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Mount Road ATM,2016-08-06,513000,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Airport ATM,2016-08-06,577600,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
KK Nagar ATM,2016-08-06,302000,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Christ College ATM,2016-08-06,1322800,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Big Street ATM,2016-08-07,450400,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Mount Road ATM,2016-08-07,452000,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Airport ATM,2016-08-07,150800,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
KK Nagar ATM,2016-08-07,305600,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Big Street ATM,2016-08-08,492700,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Mount Road ATM,2016-08-08,252000,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Airport ATM,2016-08-08,172600,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
KK Nagar ATM,2016-08-08,176300,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Christ College ATM,2016-08-08,301000,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Big Street ATM,2016-08-09,518300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2016-08-09,546500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2016-08-09,141100,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2016-08-09,223300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2016-08-09,679800,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2016-08-10,299600,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2016-08-10,436000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2016-08-10,281300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2016-08-10,717200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2016-08-10,679500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2016-08-11,280500,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2016-08-11,361000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2016-08-11,189000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2016-08-11,909400,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2016-08-12,439300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2016-08-12,366000,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2016-08-12,365900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2016-08-12,757100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2016-08-13,433500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2016-08-13,448000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2016-08-13,162400,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2016-08-13,929500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2016-08-14,415500,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
Mount Road ATM,2016-08-14,326500,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
Airport ATM,2016-08-14,206800,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
KK Nagar ATM,2016-08-14,257300,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
Christ College ATM,2016-08-14,385000,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
Big Street ATM,2016-08-15,383700,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
Mount Road ATM,2016-08-15,3500,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
Airport ATM,2016-08-15,200500,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
KK Nagar ATM,2016-08-15,300,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
Christ College ATM,2016-08-15,456600,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
Big Street ATM,2016-08-16,477000,TUESDAY,No Holiday,True,False,True,True,True,True,Light Rain
Mount Road ATM,2016-08-16,109500,TUESDAY,No Holiday,True,False,True,True,True,True,Light Rain
Airport ATM,2016-08-16,388300,TUESDAY,No Holiday,True,False,True,True,True,True,Light Rain
KK Nagar ATM,2016-08-16,307300,TUESDAY,No Holiday,True,False,True,True,True,True,Light Rain
Christ College ATM,2016-08-16,543200,TUESDAY,No Holiday,True,False,True,True,True,True,Light Rain
Big Street ATM,2016-08-17,231700,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,Light Rain
Mount Road ATM,2016-08-17,94500,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,Light Rain
Airport ATM,2016-08-17,502000,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,Light Rain
KK Nagar ATM,2016-08-17,90000,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,Light Rain
Christ College ATM,2016-08-17,529000,WEDNESDAY,Restricted Holiday,False,True,True,True,True,True,Light Rain
Big Street ATM,2016-08-18,637300,THURSDAY,Restricted Holiday,True,True,False,True,True,True,Light Rain
Mount Road ATM,2016-08-18,118500,THURSDAY,Restricted Holiday,True,True,False,True,True,True,Light Rain
Airport ATM,2016-08-18,426000,THURSDAY,Restricted Holiday,True,True,False,True,True,True,Light Rain
Christ College ATM,2016-08-18,259600,THURSDAY,Restricted Holiday,True,True,False,True,True,True,Light Rain
Big Street ATM,2016-08-19,451900,FRIDAY,No Holiday,True,False,False,True,False,True,Light Rain
Mount Road ATM,2016-08-19,43000,FRIDAY,No Holiday,True,False,False,True,False,True,Light Rain
Airport ATM,2016-08-19,265300,FRIDAY,No Holiday,True,False,False,True,False,True,Light Rain
Christ College ATM,2016-08-19,799000,FRIDAY,No Holiday,True,False,False,True,False,True,Light Rain
