Transaction Date,Total amount Withdrawn,Weekday,Type,isYesterdayHoliday,isHoliday,isTomorrowHoliday,Rainfall Status,Prev_Week_Mean
2011-01-01,123800,SATURDAY,Restricted Holiday,False,True,True,Light Rain,0.0
2011-01-02,52800,SUNDAY,No Holiday,True,False,False,No Rain,0.0
2011-01-03,88100,MONDAY,No Holiday,False,False,False,Light Rain,0.0
2011-01-04,101600,TUESDAY,No Holiday,False,False,True,No Rain,0.0
2011-01-05,98000,WEDNESDAY,Restricted Holiday,False,True,False,Light Rain,0.0
2011-01-06,85900,THURSDAY,No Holiday,True,False,False,Light Rain,0.0
2011-01-07,76500,FRIDAY,No Holiday,False,False,False,No Rain,89528.57142857143
2011-01-08,128600,SATURDAY,No Holiday,False,False,False,No Rain,90214.28571428571
2011-01-09,89000,SUNDAY,No Holiday,False,False,False,No Rain,95385.71428571429
2011-01-10,89800,MONDAY,No Holiday,False,False,False,No Rain,95628.57142857143
2011-01-11,111900,TUESDAY,No Holiday,False,False,False,No Rain,97100.0
2011-01-12,42700,WEDNESDAY,No Holiday,False,False,False,No Rain,89200.0
2011-01-13,81200,THURSDAY,No Holiday,False,False,False,No Rain,88528.57142857143
2011-01-14,91100,FRIDAY,No Holiday,False,False,True,No Rain,90614.28571428571
2011-01-15,115900,SATURDAY,Restricted Holiday,False,True,False,No Rain,88800.0
2011-01-16,55100,SUNDAY,No Holiday,True,False,False,No Rain,83957.14285714286
2011-01-17,129800,MONDAY,No Holiday,False,False,False,No Rain,89671.42857142857
2011-01-18,163600,TUESDAY,No Holiday,False,False,False,No Rain,97057.14285714286
2011-01-19,79500,WEDNESDAY,No Holiday,False,False,False,No Rain,102314.28571428571
2011-01-20,81700,THURSDAY,No Holiday,False,False,False,No Rain,102385.71428571429
2011-01-21,86600,FRIDAY,No Holiday,False,False,False,No Rain,101742.85714285714
2011-01-22,85400,SATURDAY,No Holiday,False,False,False,No Rain,97385.71428571429
2011-01-23,36800,SUNDAY,No Holiday,False,False,False,No Rain,94771.42857142857
2011-01-24,103900,MONDAY,No Holiday,False,False,False,No Rain,91071.42857142857
2011-01-25,139900,TUESDAY,No Holiday,False,False,True,No Rain,87685.71428571429
2011-01-26,40500,WEDNESDAY,Gazetted Holiday,False,True,False,No Rain,82114.28571428571
2011-01-27,83300,THURSDAY,No Holiday,True,False,False,No Rain,82342.85714285714
2011-01-28,71300,FRIDAY,No Holiday,False,False,False,No Rain,80157.14285714286
2011-01-29,163500,SATURDAY,No Holiday,False,False,False,No Rain,91314.28571428571
2011-01-30,41100,SUNDAY,No Holiday,False,False,False,No Rain,91928.57142857143
2011-01-31,70800,MONDAY,No Holiday,False,False,False,No Rain,87200.0
2011-02-01,161700,TUESDAY,No Holiday,False,False,False,No Rain,90314.28571428571
2011-02-02,79200,WEDNESDAY,No Holiday,False,False,False,No Rain,95842.85714285714
2011-02-03,167800,THURSDAY,No Holiday,False,False,False,No Rain,107914.28571428571
2011-02-04,112700,FRIDAY,No Holiday,False,False,False,No Rain,113828.57142857143
2011-02-05,144000,SATURDAY,No Holiday,False,False,False,No Rain,111042.85714285714
2011-02-06,110400,SUNDAY,No Holiday,False,False,False,No Rain,120942.85714285714
2011-02-07,80300,MONDAY,No Holiday,False,False,False,No Rain,122300.0
2011-02-08,175300,TUESDAY,No Holiday,False,False,False,No Rain,124242.85714285714
2011-02-09,94600,WEDNESDAY,No Holiday,False,False,False,No Rain,126442.85714285714
2011-02-10,78100,THURSDAY,No Holiday,False,False,False,No Rain,113628.57142857143
2011-02-11,107400,FRIDAY,No Holiday,False,False,False,No Rain,112871.42857142857
2011-02-12,143200,SATURDAY,No Holiday,False,False,False,No Rain,112757.14285714286
2011-02-13,74900,SUNDAY,No Holiday,False,False,True,No Rain,107685.71428571429
2011-02-14,117000,MONDAY,Observance,False,True,False,No Rain,112928.57142857143
2011-02-15,123700,TUESDAY,No Holiday,True,False,True,No Rain,105557.14285714286
2011-02-16,23700,WEDNESDAY,Gazetted Holiday,False,True,False,No Rain,95428.57142857143
2011-02-17,99700,THURSDAY,No Holiday,True,False,False,No Rain,98514.28571428571
2011-02-18,141800,FRIDAY,No Holiday,False,False,True,No Rain,103428.57142857143
2011-02-19,54300,SATURDAY,Restricted Holiday,False,True,False,Light Rain,90728.57142857143
2011-02-20,56000,SUNDAY,No Holiday,True,False,False,Light Rain,88028.57142857143
2011-02-21,64200,MONDAY,No Holiday,False,False,False,Light Rain,80485.71428571429
2011-02-22,142500,TUESDAY,No Holiday,False,False,False,Light Rain,83171.42857142857
2011-02-23,91900,WEDNESDAY,No Holiday,False,False,False,Light Rain,92914.28571428571
2011-02-24,74700,THURSDAY,No Holiday,False,False,False,Light Rain,89342.85714285714
2011-02-25,33700,FRIDAY,No Holiday,False,False,False,Light Rain,73900.0
2011-02-26,119600,SATURDAY,No Holiday,False,False,False,No Rain,83228.57142857143
2011-02-27,18000,SUNDAY,No Holiday,False,False,False,No Rain,77800.0
2011-02-28,149000,MONDAY,No Holiday,False,False,False,No Rain,89914.28571428571
2011-03-01,105800,TUESDAY,No Holiday,False,False,True,No Rain,84671.42857142857
2011-03-02,143300,WEDNESDAY,Gazetted Holiday,False,True,False,No Rain,92014.28571428571
2011-03-03,109100,THURSDAY,No Holiday,True,False,False,Light Rain,96928.57142857143
2011-03-04,167100,FRIDAY,No Holiday,False,False,False,Light Rain,115985.71428571429
2011-03-05,116000,SATURDAY,No Holiday,False,False,False,Light Rain,115471.42857142857
2011-03-06,110200,SUNDAY,No Holiday,False,False,False,Light Rain,128642.85714285714
2011-03-07,111300,MONDAY,No Holiday,False,False,False,No Rain,123257.14285714286
2011-03-08,134400,TUESDAY,No Holiday,False,False,False,No Rain,127342.85714285714
2011-03-09,173100,WEDNESDAY,No Holiday,False,False,False,No Rain,131600.0
2011-03-10,127600,THURSDAY,No Holiday,False,False,False,No Rain,134242.85714285713
2011-03-11,110200,FRIDAY,No Holiday,False,False,False,No Rain,126114.28571428571
2011-03-12,82400,SATURDAY,No Holiday,False,False,False,No Rain,121314.28571428571
2011-03-13,134700,SUNDAY,No Holiday,False,False,False,No Rain,124814.28571428571
2011-03-14,76100,MONDAY,No Holiday,False,False,False,No Rain,119785.71428571429
2011-03-15,111200,TUESDAY,No Holiday,False,False,False,No Rain,116471.42857142857
2011-03-16,131200,WEDNESDAY,No Holiday,False,False,False,No Rain,110485.71428571429
2011-03-17,76300,THURSDAY,No Holiday,False,False,False,No Rain,103157.14285714286
2011-03-18,97400,FRIDAY,No Holiday,False,False,True,No Rain,101328.57142857143
2011-03-19,94300,SATURDAY,Restricted Holiday,False,True,True,No Rain,103028.57142857143
2011-03-20,9200,SUNDAY,Gazetted Holiday,True,True,False,No Rain,85100.0
2011-03-21,99400,MONDAY,No Holiday,True,False,False,No Rain,88428.57142857143
2011-03-22,47600,TUESDAY,No Holiday,False,False,False,Light Rain,79342.85714285714
2011-03-23,52800,WEDNESDAY,No Holiday,False,False,False,Light Rain,68142.85714285714
2011-03-24,34000,THURSDAY,No Holiday,False,False,False,Light Rain,62100.0
2011-03-25,37900,FRIDAY,No Holiday,False,False,False,Light Rain,53600.0
2011-03-26,41300,SATURDAY,No Holiday,False,False,False,Light Rain,46028.57142857143
2011-03-27,88800,SUNDAY,No Holiday,False,False,False,Light Rain,57400.0
2011-03-28,144200,MONDAY,No Holiday,False,False,False,Light Rain,63800.0
2011-03-29,108600,TUESDAY,No Holiday,False,False,False,Light Rain,72514.28571428571
2011-03-30,110200,WEDNESDAY,No Holiday,False,False,False,No Rain,80714.28571428571
2011-03-31,131800,THURSDAY,No Holiday,False,False,False,Light Rain,94685.71428571429
2011-04-01,134700,FRIDAY,No Holiday,False,False,False,Light Rain,108514.28571428571
2011-04-02,130500,SATURDAY,No Holiday,False,False,False,Light Rain,121257.14285714286
2011-04-03,237800,SUNDAY,No Holiday,False,False,False,Light Rain,142542.85714285713
2011-04-04,101000,MONDAY,No Holiday,False,False,False,No Rain,136371.42857142858
2011-04-05,202300,TUESDAY,No Holiday,False,False,False,No Rain,149757.14285714287
2011-04-06,115400,WEDNESDAY,No Holiday,False,False,False,No Rain,150500.0
2011-04-07,109800,THURSDAY,No Holiday,False,False,False,No Rain,147357.14285714287
2011-04-08,122500,FRIDAY,No Holiday,False,False,False,No Rain,145614.2857142857
2011-04-09,155600,SATURDAY,No Holiday,False,False,False,No Rain,149200.0
2011-04-10,112700,SUNDAY,No Holiday,False,False,False,Light Rain,131328.57142857142
2011-04-11,141300,MONDAY,No Holiday,False,False,True,No Rain,137085.7142857143
2011-04-12,111500,TUESDAY,Gazetted Holiday,False,True,False,No Rain,124114.28571428571
2011-04-13,208500,WEDNESDAY,No Holiday,True,False,True,Light Rain,137414.2857142857
2011-04-14,105600,THURSDAY,Observance,False,True,False,Light Rain,136814.2857142857
2011-04-15,90000,FRIDAY,No Holiday,True,False,True,Light Rain,132171.42857142858
2011-04-16,68100,SATURDAY,Gazetted Holiday,False,True,False,Light Rain,119671.42857142857
2011-04-17,103000,SUNDAY,No Holiday,True,False,False,Light Rain,118285.71428571429
2011-04-18,154000,MONDAY,No Holiday,False,False,False,Light Rain,120100.0
2011-04-19,92100,TUESDAY,No Holiday,False,False,False,Light Rain,117328.57142857143
2011-04-20,171400,WEDNESDAY,No Holiday,False,False,False,Light Rain,112028.57142857143
2011-04-21,120700,THURSDAY,No Holiday,False,False,True,Light Rain,114185.71428571429
2011-04-22,73900,FRIDAY,Gazetted Holiday,False,True,False,Light Rain,111885.71428571429
2011-04-23,112300,SATURDAY,No Holiday,True,False,True,Light Rain,118200.0
2011-04-24,79900,SUNDAY,Restricted Holiday,False,True,False,Light Rain,114900.0
2011-04-25,71600,MONDAY,No Holiday,True,False,False,Light Rain,103128.57142857143
2011-04-26,62100,TUESDAY,No Holiday,False,False,False,Light Rain,98842.85714285714
2011-04-27,80100,WEDNESDAY,No Holiday,False,False,False,Light Rain,85800.0
2011-04-28,77600,THURSDAY,No Holiday,False,False,False,Light Rain,79642.85714285714
2011-04-29,86700,FRIDAY,No Holiday,False,False,False,Light Rain,81471.42857142857
2011-04-30,22400,SATURDAY,No Holiday,False,False,True,Light Rain,68628.57142857143
2011-05-01,60200,SUNDAY,Observance,False,True,False,Light Rain,65814.28571428571
2011-05-02,116500,MONDAY,No Holiday,True,False,False,Light Rain,72228.57142857143
2011-05-03,97200,TUESDAY,No Holiday,False,False,False,Light Rain,77242.85714285714
2011-05-04,52900,WEDNESDAY,No Holiday,False,False,False,Light Rain,73357.14285714286
2011-05-05,111200,THURSDAY,No Holiday,False,False,False,Light Rain,78157.14285714286
2011-05-06,117300,FRIDAY,No Holiday,False,False,False,Light Rain,82528.57142857143
2011-05-07,138600,SATURDAY,No Holiday,False,False,True,No Rain,99128.57142857143
2011-05-08,101000,SUNDAY,Observance,False,True,False,No Rain,104957.14285714286
2011-05-09,65600,MONDAY,No Holiday,True,False,False,No Rain,97685.71428571429
2011-05-10,204200,TUESDAY,No Holiday,False,False,False,No Rain,112971.42857142857
2011-05-11,114900,WEDNESDAY,No Holiday,False,False,False,Light Rain,121828.57142857143
2011-05-12,101000,THURSDAY,No Holiday,False,False,False,Light Rain,120371.42857142857
2011-05-13,53300,FRIDAY,No Holiday,False,False,False,Light Rain,111228.57142857143
2011-05-14,65000,SATURDAY,No Holiday,False,False,False,Light Rain,100714.28571428571
2011-05-15,57300,SUNDAY,No Holiday,False,False,False,Light Rain,94471.42857142857
2011-05-16,77900,MONDAY,No Holiday,False,False,True,Light Rain,96228.57142857143
2011-05-17,66700,TUESDAY,Gazetted Holiday,False,True,False,Light Rain,76585.71428571429
2011-05-18,131400,WEDNESDAY,No Holiday,True,False,False,Light Rain,78942.85714285714
2011-05-19,162700,THURSDAY,No Holiday,False,False,False,Light Rain,87757.14285714286
2011-05-20,194700,FRIDAY,No Holiday,False,False,False,Light Rain,107957.14285714286
2011-05-21,98300,SATURDAY,No Holiday,False,False,False,Light Rain,112714.28571428571
2011-05-22,86900,SUNDAY,No Holiday,False,False,False,Light Rain,116942.85714285714
2011-05-23,107000,MONDAY,No Holiday,False,False,False,Light Rain,121100.0
2011-05-24,120800,TUESDAY,No Holiday,False,False,False,Light Rain,128828.57142857143
2011-05-25,250400,WEDNESDAY,No Holiday,False,False,False,Light Rain,145828.57142857142
2011-05-26,267400,THURSDAY,No Holiday,False,False,False,No Rain,160785.7142857143
2011-05-27,161200,FRIDAY,No Holiday,False,False,False,Light Rain,156000.0
2011-05-28,147900,SATURDAY,No Holiday,False,False,False,Light Rain,163085.7142857143
2011-05-29,68700,SUNDAY,No Holiday,False,False,False,Light Rain,160485.7142857143
2011-05-30,136800,MONDAY,No Holiday,False,False,False,Light Rain,164742.85714285713
2011-05-31,133800,TUESDAY,No Holiday,False,False,False,Light Rain,166600.0
2011-06-01,136500,WEDNESDAY,No Holiday,False,False,False,Light Rain,150328.57142857142
2011-06-02,109600,THURSDAY,No Holiday,False,False,False,Light Rain,127785.71428571429
2011-06-03,124700,FRIDAY,No Holiday,False,False,False,Light Rain,122571.42857142857
2011-06-04,209300,SATURDAY,No Holiday,False,False,False,Light Rain,131342.85714285713
2011-06-05,82200,SUNDAY,No Holiday,False,False,False,Light Rain,133271.42857142858
2011-06-06,127700,MONDAY,No Holiday,False,False,False,Light Rain,131971.42857142858
2011-06-07,106000,TUESDAY,No Holiday,False,False,False,Light Rain,128000.0
2011-06-08,109100,WEDNESDAY,No Holiday,False,False,False,Light Rain,124085.71428571429
2011-06-09,171700,THURSDAY,No Holiday,False,False,False,Light Rain,132957.14285714287
2011-06-10,121500,FRIDAY,No Holiday,False,False,False,No Rain,132500.0
2011-06-11,56700,SATURDAY,No Holiday,False,False,False,Light Rain,110700.0
2011-06-12,125500,SUNDAY,No Holiday,False,False,False,Light Rain,116885.71428571429
2011-06-13,174800,MONDAY,No Holiday,False,False,False,Light Rain,123614.28571428571
2011-06-14,72700,TUESDAY,No Holiday,False,False,False,Light Rain,118857.14285714286
2011-06-15,89100,WEDNESDAY,No Holiday,False,False,False,Light Rain,116000.0
2011-06-16,144500,THURSDAY,No Holiday,False,False,False,Light Rain,112114.28571428571
2011-06-17,88200,FRIDAY,No Holiday,False,False,False,No Rain,107357.14285714286
2011-06-18,118500,SATURDAY,No Holiday,False,False,True,No Rain,116185.71428571429
2011-06-19,138500,SUNDAY,Observance,False,True,False,No Rain,118042.85714285714
2011-06-20,148700,MONDAY,No Holiday,True,False,False,No Rain,114314.28571428571
2011-06-21,172000,TUESDAY,No Holiday,False,False,False,No Rain,128500.0
2011-06-22,104800,WEDNESDAY,No Holiday,False,False,False,Light Rain,130742.85714285714
2011-06-23,132500,THURSDAY,No Holiday,False,False,False,Light Rain,129028.57142857143
2011-06-24,197100,FRIDAY,No Holiday,False,False,False,Light Rain,144585.7142857143
2011-06-25,124100,SATURDAY,No Holiday,False,False,False,Light Rain,145385.7142857143
2011-06-26,54900,SUNDAY,No Holiday,False,False,False,No Rain,133442.85714285713
2011-06-27,76500,MONDAY,No Holiday,False,False,False,Light Rain,123128.57142857143
2011-06-28,189100,TUESDAY,No Holiday,False,False,False,Light Rain,125571.42857142857
2011-06-29,130000,WEDNESDAY,No Holiday,False,False,False,No Rain,129171.42857142857
2011-06-30,101100,THURSDAY,No Holiday,False,False,False,Light Rain,124685.71428571429
2011-07-01,158800,FRIDAY,No Holiday,False,False,False,Light Rain,119214.28571428571
2011-07-02,68000,SATURDAY,No Holiday,False,False,False,Light Rain,111200.0
2011-07-03,123200,SUNDAY,No Holiday,False,False,False,Light Rain,120957.14285714286
2011-07-04,93400,MONDAY,No Holiday,False,False,False,Light Rain,123371.42857142857
2011-07-05,114000,TUESDAY,No Holiday,False,False,False,Light Rain,112642.85714285714
2011-07-06,96600,WEDNESDAY,No Holiday,False,False,False,No Rain,107871.42857142857
2011-07-07,126800,THURSDAY,No Holiday,False,False,False,Light Rain,111542.85714285714
2011-07-08,113800,FRIDAY,No Holiday,False,False,False,No Rain,105114.28571428571
2011-07-09,98200,SATURDAY,No Holiday,False,False,False,Light Rain,109428.57142857143
2011-07-10,163500,SUNDAY,No Holiday,False,False,False,Light Rain,115185.71428571429
2011-07-11,98400,MONDAY,No Holiday,False,False,False,Light Rain,115900.0
2011-07-12,86700,TUESDAY,No Holiday,False,False,False,Light Rain,112000.0
2011-07-13,105700,WEDNESDAY,No Holiday,False,False,False,Light Rain,113300.0
2011-07-14,48600,THURSDAY,No Holiday,False,False,True,Light Rain,102128.57142857143
2011-07-15,97500,FRIDAY,Observance,False,True,False,Light Rain,99800.0
2011-07-16,122300,SATURDAY,No Holiday,True,False,False,Light Rain,103242.85714285714
2011-07-17,53400,SUNDAY,No Holiday,False,False,False,Light Rain,87514.28571428571
2011-07-18,100600,MONDAY,No Holiday,False,False,False,Light Rain,87828.57142857143
2011-07-19,52500,TUESDAY,No Holiday,False,False,False,Light Rain,82942.85714285714
2011-07-20,158400,WEDNESDAY,No Holiday,False,False,False,No Rain,90471.42857142857
2011-07-21,93800,THURSDAY,No Holiday,False,False,False,Light Rain,96928.57142857143
2011-07-22,121900,FRIDAY,No Holiday,False,False,False,No Rain,100414.28571428571
2011-07-23,105300,SATURDAY,No Holiday,False,False,False,Light Rain,97985.71428571429
2011-07-24,146000,SUNDAY,No Holiday,False,False,False,Light Rain,111214.28571428571
2011-07-25,94900,MONDAY,No Holiday,False,False,False,Light Rain,110400.0
2011-07-26,135100,TUESDAY,No Holiday,False,False,False,Light Rain,122200.0
2011-07-27,87400,WEDNESDAY,No Holiday,False,False,False,No Rain,112057.14285714286
2011-07-28,109200,THURSDAY,No Holiday,False,False,False,No Rain,114257.14285714286
2011-07-29,130300,FRIDAY,No Holiday,False,False,False,No Rain,115457.14285714286
2011-07-30,163600,SATURDAY,No Holiday,False,False,False,Light Rain,123785.71428571429
2011-07-31,163300,SUNDAY,No Holiday,False,False,False,Light Rain,126257.14285714286
2011-08-01,292700,MONDAY,No Holiday,False,False,False,No Rain,154514.2857142857
2011-08-02,244000,TUESDAY,No Holiday,False,False,False,Light Rain,170071.42857142858
2011-08-03,310700,WEDNESDAY,No Holiday,False,False,False,Light Rain,201971.42857142858
2011-08-04,276400,THURSDAY,No Holiday,False,False,False,Light Rain,225857.14285714287
2011-08-05,190700,FRIDAY,No Holiday,False,False,False,Light Rain,234485.7142857143
2011-08-06,343200,SATURDAY,No Holiday,False,False,True,Light Rain,260142.85714285713
2011-08-07,227400,SUNDAY,Observance,False,True,False,Light Rain,269300.0
2011-08-08,337600,MONDAY,No Holiday,True,False,False,Light Rain,275714.28571428574
2011-08-09,269700,TUESDAY,No Holiday,False,False,False,Light Rain,279385.71428571426
2011-08-10,206400,WEDNESDAY,No Holiday,False,False,False,Light Rain,264485.71428571426
2011-08-11,209800,THURSDAY,No Holiday,False,False,False,Light Rain,254971.42857142858
2011-08-12,129400,FRIDAY,No Holiday,False,False,True,Light Rain,246214.2857142857
2011-08-13,73900,SATURDAY,Restricted Holiday,False,True,False,Light Rain,207742.85714285713
2011-08-14,98300,SUNDAY,No Holiday,True,False,True,Light Rain,189300.0
2011-08-15,29000,MONDAY,Gazetted Holiday,False,True,False,Light Rain,145214.2857142857
2011-08-16,30800,TUESDAY,No Holiday,True,False,False,Light Rain,111085.71428571429
2011-08-17,85600,WEDNESDAY,No Holiday,False,False,False,Light Rain,93828.57142857143
2011-08-18,103500,THURSDAY,No Holiday,False,False,True,Light Rain,78642.85714285714
2011-08-19,48200,FRIDAY,Restricted Holiday,False,True,False,Light Rain,67042.85714285714
2011-08-20,101300,SATURDAY,No Holiday,True,False,False,Light Rain,70957.14285714286
2011-08-21,129100,SUNDAY,No Holiday,False,False,True,Light Rain,75357.14285714286
2011-08-22,87500,MONDAY,Gazetted Holiday,False,True,False,Light Rain,83714.28571428571
2011-08-23,135100,TUESDAY,No Holiday,True,False,False,Light Rain,98614.28571428571
2011-08-24,97600,WEDNESDAY,No Holiday,False,False,False,Light Rain,100328.57142857143
2011-08-25,125400,THURSDAY,No Holiday,False,False,True,Light Rain,103457.14285714286
2011-08-26,108500,FRIDAY,Restricted Holiday,False,True,False,Light Rain,112071.42857142857
2011-08-27,63500,SATURDAY,No Holiday,True,False,False,Light Rain,106671.42857142857
2011-08-28,66500,SUNDAY,No Holiday,False,False,False,No Rain,97728.57142857143
2011-08-29,103100,MONDAY,No Holiday,False,False,False,Light Rain,99957.14285714286
2011-08-30,144800,TUESDAY,No Holiday,False,False,True,Light Rain,101342.85714285714
2011-08-31,132100,WEDNESDAY,Gazetted Holiday,False,True,True,No Rain,106271.42857142857
2011-09-01,124000,THURSDAY,Restricted Holiday,True,True,False,Light Rain,106071.42857142857
2011-09-02,201600,FRIDAY,No Holiday,True,False,False,Light Rain,119371.42857142857
2011-09-03,146900,SATURDAY,No Holiday,False,False,False,Light Rain,131285.7142857143
2011-09-04,232000,SUNDAY,No Holiday,False,False,False,No Rain,154928.57142857142
2011-09-05,203100,MONDAY,No Holiday,False,False,False,Light Rain,169214.2857142857
2011-09-06,109000,TUESDAY,No Holiday,False,False,False,Light Rain,164100.0
2011-09-07,111500,WEDNESDAY,No Holiday,False,False,False,No Rain,161157.14285714287
2011-09-08,133900,THURSDAY,No Holiday,False,False,True,Light Rain,162571.42857142858
2011-09-09,105700,FRIDAY,Restricted Holiday,False,True,False,No Rain,148871.42857142858
2011-09-10,67600,SATURDAY,No Holiday,True,False,False,Light Rain,137542.85714285713
2011-09-11,127100,SUNDAY,No Holiday,False,False,False,Light Rain,122557.14285714286
2011-09-12,93200,MONDAY,No Holiday,False,False,False,Light Rain,106857.14285714286
2011-09-13,202600,TUESDAY,No Holiday,False,False,False,Light Rain,120228.57142857143
2011-09-14,118900,WEDNESDAY,No Holiday,False,False,False,Light Rain,121285.71428571429
2011-09-15,115100,THURSDAY,No Holiday,False,False,False,No Rain,118600.0
2011-09-16,195400,FRIDAY,No Holiday,False,False,False,Light Rain,131414.2857142857
2011-09-17,121000,SATURDAY,No Holiday,False,False,False,No Rain,139042.85714285713
2011-09-18,113500,SUNDAY,No Holiday,False,False,False,Light Rain,137100.0
2011-09-19,133200,MONDAY,No Holiday,False,False,False,Light Rain,142814.2857142857
2011-09-20,117300,TUESDAY,No Holiday,False,False,False,Light Rain,130628.57142857143
2011-09-21,85600,WEDNESDAY,No Holiday,False,False,False,Light Rain,125871.42857142857
2011-09-22,51900,THURSDAY,No Holiday,False,False,False,Light Rain,116842.85714285714
2011-09-23,106000,FRIDAY,No Holiday,False,False,False,No Rain,104071.42857142857
2011-09-24,69500,SATURDAY,No Holiday,False,False,False,Light Rain,96714.28571428571
2011-09-25,145800,SUNDAY,No Holiday,False,False,False,Light Rain,101328.57142857143
2011-09-26,32000,MONDAY,No Holiday,False,False,False,Light Rain,86871.42857142857
2011-09-27,160400,TUESDAY,No Holiday,False,False,False,Light Rain,93028.57142857143
2011-09-28,149300,WEDNESDAY,No Holiday,False,False,False,No Rain,102128.57142857143
2011-09-29,69500,THURSDAY,No Holiday,False,False,False,Light Rain,104642.85714285714
2011-09-30,177700,FRIDAY,No Holiday,False,False,False,Light Rain,114885.71428571429
2011-10-01,239500,SATURDAY,No Holiday,False,False,True,Light Rain,139171.42857142858
2011-10-02,149000,SUNDAY,Gazetted Holiday,False,True,False,Light Rain,139628.57142857142
2011-10-03,113200,MONDAY,No Holiday,True,False,False,Light Rain,151228.57142857142
2011-10-04,68900,TUESDAY,No Holiday,False,False,False,No Rain,138157.14285714287
2011-10-05,151600,WEDNESDAY,No Holiday,False,False,True,Light Rain,138485.7142857143
2011-10-07,36500,FRIDAY,No Holiday,True,False,False,Light Rain,133771.42857142858
2011-10-08,210500,SATURDAY,No Holiday,False,False,False,Light Rain,138457.14285714287
2011-10-09,181300,SUNDAY,No Holiday,False,False,False,Light Rain,130142.85714285714
2011-10-10,205000,MONDAY,No Holiday,False,False,False,Light Rain,138142.85714285713
2011-10-11,106200,TUESDAY,No Holiday,False,False,False,Light Rain,137142.85714285713
2011-10-12,231900,WEDNESDAY,No Holiday,False,False,False,Light Rain,160428.57142857142
2011-10-13,155600,THURSDAY,No Holiday,False,False,False,Light Rain,161000.0
2011-10-14,183700,FRIDAY,No Holiday,False,False,False,Light Rain,182028.57142857142
2011-10-15,173600,SATURDAY,No Holiday,False,False,False,Light Rain,176757.14285714287
2011-10-16,143500,SUNDAY,No Holiday,False,False,False,Light Rain,171357.14285714287
2011-10-17,102000,MONDAY,No Holiday,False,False,False,Light Rain,156642.85714285713
2011-10-18,136200,TUESDAY,No Holiday,False,False,False,Light Rain,160928.57142857142
2011-10-19,179200,WEDNESDAY,No Holiday,False,False,False,Light Rain,153400.0
2011-10-20,59400,THURSDAY,No Holiday,False,False,False,Light Rain,139657.14285714287
2011-10-21,109000,FRIDAY,No Holiday,False,False,False,Light Rain,128985.71428571429
2011-10-22,90900,SATURDAY,No Holiday,False,False,False,Light Rain,117171.42857142857
2011-10-23,150300,SUNDAY,No Holiday,False,False,False,Light Rain,118142.85714285714
2011-10-24,166500,MONDAY,No Holiday,False,False,False,Light Rain,127357.14285714286
2011-10-25,208900,TUESDAY,No Holiday,False,False,True,Light Rain,137742.85714285713
2011-10-26,67000,WEDNESDAY,Gazetted Holiday,False,True,False,Light Rain,121714.28571428571
2011-10-27,55100,THURSDAY,No Holiday,True,False,True,Light Rain,121100.0
2011-10-28,108800,FRIDAY,Restricted Holiday,False,True,False,Light Rain,121071.42857142857
2011-10-29,86100,SATURDAY,No Holiday,True,False,False,Light Rain,120385.71428571429
2011-10-30,87700,SUNDAY,No Holiday,False,False,True,Light Rain,111442.85714285714
2011-10-31,88300,MONDAY,Observance,False,True,False,Light Rain,100271.42857142857
2011-11-01,183200,TUESDAY,No Holiday,True,False,False,Light Rain,96600.0
2011-11-02,223200,WEDNESDAY,No Holiday,False,False,False,Light Rain,118914.28571428571
2011-11-03,131600,THURSDAY,No Holiday,False,False,False,Light Rain,129842.85714285714
2011-11-04,178800,FRIDAY,No Holiday,False,False,False,Light Rain,139842.85714285713
2011-11-05,117700,SATURDAY,No Holiday,False,False,False,Light Rain,144357.14285714287
2011-11-06,121000,SUNDAY,No Holiday,False,False,True,Light Rain,149114.2857142857
2011-11-07,39500,MONDAY,Gazetted Holiday,False,True,False,Light Rain,142142.85714285713
2011-11-08,112300,TUESDAY,No Holiday,True,False,False,No Rain,132014.2857142857
2011-11-09,141300,WEDNESDAY,No Holiday,False,False,True,No Rain,120314.28571428571
2011-11-10,121900,THURSDAY,Gazetted Holiday,False,True,False,No Rain,118928.57142857143
2011-11-11,102200,FRIDAY,No Holiday,True,False,False,No Rain,107985.71428571429
2011-11-13,45100,SUNDAY,No Holiday,False,False,False,No Rain,97614.28571428571
2011-11-14,36300,MONDAY,No Holiday,False,False,False,No Rain,85514.28571428571
2011-11-15,100000,TUESDAY,No Holiday,False,False,False,No Rain,94157.14285714286
2011-11-16,78000,WEDNESDAY,No Holiday,False,False,False,No Rain,89257.14285714286
2011-11-17,125700,THURSDAY,No Holiday,False,False,False,No Rain,87028.57142857143
2011-11-18,134800,FRIDAY,No Holiday,False,False,False,Light Rain,88871.42857142857
2011-11-19,63600,SATURDAY,No Holiday,False,False,False,No Rain,83357.14285714286
2011-11-20,116800,SUNDAY,No Holiday,False,False,False,No Rain,93600.0
2011-11-21,135900,MONDAY,No Holiday,False,False,False,No Rain,107828.57142857143
2011-11-22,90700,TUESDAY,No Holiday,False,False,False,No Rain,106500.0
2011-11-23,87700,WEDNESDAY,No Holiday,False,False,False,No Rain,107885.71428571429
2011-11-24,75500,THURSDAY,No Holiday,False,False,False,Light Rain,100714.28571428571
2011-11-25,109400,FRIDAY,No Holiday,False,False,False,Light Rain,97085.71428571429
