ATM Name,Total amount Withdrawn,Weekday,Festival Religion,Working Day,Holiday Sequence,Day,Month,Year,Rainfall_Status
Mount Road ATM,529900,THURSDAY,NH,W,WWW,10,3,2011,No Rain
Airport ATM,372600,THURSDAY,NH,W,WWW,10,3,2011,No Rain
KK Nagar ATM,759900,THURSDAY,NH,W,WWW,10,3,2011,No Rain
Christ College ATM,385100,THURSDAY,NH,W,WWW,10,3,2011,No Rain
Big Street ATM,110200,FRIDAY,NH,W,WWW,11,3,2011,No Rain
Mount Road ATM,441100,FRIDAY,NH,W,WWW,11,3,2011,No Rain
Airport ATM,299400,FRIDAY,NH,W,WWW,11,3,2011,No Rain
KK Nagar ATM,514400,FRIDAY,NH,W,WWW,11,3,2011,No Rain
Christ College ATM,312900,FRIDAY,NH,W,WWW,11,3,2011,No Rain
Big Street ATM,82400,SATURDAY,NH,H,WHH,12,3,2011,No Rain
Mount Road ATM,502900,SATURDAY,NH,H,WHH,12,3,2011,No Rain
Airport ATM,634000,SATURDAY,NH,H,WHH,12,3,2011,No Rain
KK Nagar ATM,583700,SATURDAY,NH,H,WHH,12,3,2011,No Rain
Christ College ATM,262300,SATURDAY,NH,H,WHH,12,3,2011,No Rain
Big Street ATM,134700,SUNDAY,NH,H,HHW,13,3,2011,No Rain
Mount Road ATM,301800,SUNDAY,NH,H,HHW,13,3,2011,No Rain
Airport ATM,355700,SUNDAY,NH,H,HHW,13,3,2011,No Rain
KK Nagar ATM,282000,SUNDAY,NH,H,HHW,13,3,2011,No Rain
Christ College ATM,153200,SUNDAY,NH,H,HHW,13,3,2011,No Rain
Big Street ATM,76100,MONDAY,NH,W,HWW,14,3,2011,No Rain
Mount Road ATM,566800,MONDAY,NH,W,HWW,14,3,2011,No Rain
Airport ATM,474700,MONDAY,NH,W,HWW,14,3,2011,No Rain
KK Nagar ATM,804300,MONDAY,NH,W,HWW,14,3,2011,No Rain
Christ College ATM,283200,MONDAY,NH,W,HWW,14,3,2011,No Rain
Big Street ATM,111200,TUESDAY,NH,W,WWW,15,3,2011,No Rain
Mount Road ATM,513000,TUESDAY,NH,W,WWW,15,3,2011,No Rain
Airport ATM,514500,TUESDAY,NH,W,WWW,15,3,2011,No Rain
KK Nagar ATM,758300,TUESDAY,NH,W,WWW,15,3,2011,No Rain
Christ College ATM,183900,TUESDAY,NH,W,WWW,15,3,2011,No Rain
Big Street ATM,131200,WEDNESDAY,NH,W,WWW,16,3,2011,No Rain
Mount Road ATM,525600,WEDNESDAY,NH,W,WWW,16,3,2011,No Rain
Airport ATM,437300,WEDNESDAY,NH,W,WWW,16,3,2011,No Rain
KK Nagar ATM,835800,WEDNESDAY,NH,W,WWW,16,3,2011,No Rain
Christ College ATM,220200,WEDNESDAY,NH,W,WWW,16,3,2011,No Rain
Big Street ATM,76300,THURSDAY,NH,W,WWW,17,3,2011,No Rain
Mount Road ATM,395500,THURSDAY,NH,W,WWW,17,3,2011,No Rain
Airport ATM,380600,THURSDAY,NH,W,WWW,17,3,2011,No Rain
KK Nagar ATM,579700,THURSDAY,NH,W,WWW,17,3,2011,No Rain
Christ College ATM,238800,THURSDAY,NH,W,WWW,17,3,2011,No Rain
Big Street ATM,97400,FRIDAY,NH,W,WWH,18,3,2011,No Rain
Mount Road ATM,533600,FRIDAY,NH,W,WWH,18,3,2011,No Rain
Airport ATM,362900,FRIDAY,NH,W,WWH,18,3,2011,No Rain
KK Nagar ATM,670000,FRIDAY,NH,W,WWH,18,3,2011,No Rain
Christ College ATM,290000,FRIDAY,NH,W,WWH,18,3,2011,No Rain
Big Street ATM,94300,SATURDAY,NH,H,WHH,19,3,2011,No Rain
Mount Road ATM,544000,SATURDAY,NH,H,WHH,19,3,2011,No Rain
Airport ATM,355400,SATURDAY,NH,H,WHH,19,3,2011,No Rain
KK Nagar ATM,567600,SATURDAY,NH,H,WHH,19,3,2011,No Rain
Christ College ATM,345600,SATURDAY,NH,H,WHH,19,3,2011,No Rain
Big Street ATM,9200,SUNDAY,H,H,HHW,20,3,2011,No Rain
Mount Road ATM,395200,SUNDAY,H,H,HHW,20,3,2011,No Rain
Airport ATM,300300,SUNDAY,H,H,HHW,20,3,2011,No Rain
KK Nagar ATM,278000,SUNDAY,H,H,HHW,20,3,2011,No Rain
Christ College ATM,164400,SUNDAY,H,H,HHW,20,3,2011,No Rain
Big Street ATM,99400,MONDAY,NH,W,HWW,21,3,2011,No Rain
Mount Road ATM,336000,MONDAY,NH,W,HWW,21,3,2011,No Rain
Airport ATM,517800,MONDAY,NH,W,HWW,21,3,2011,No Rain
KK Nagar ATM,725500,MONDAY,NH,W,HWW,21,3,2011,No Rain
Christ College ATM,287700,MONDAY,NH,W,HWW,21,3,2011,No Rain
Big Street ATM,47600,TUESDAY,NH,W,WWW,22,3,2011,Light Rain
Mount Road ATM,288500,TUESDAY,NH,W,WWW,22,3,2011,Light Rain
Airport ATM,259400,TUESDAY,NH,W,WWW,22,3,2011,Light Rain
KK Nagar ATM,747100,TUESDAY,NH,W,WWW,22,3,2011,Light Rain
Christ College ATM,250200,TUESDAY,NH,W,WWW,22,3,2011,Light Rain
Big Street ATM,52800,WEDNESDAY,NH,W,WWW,23,3,2011,Light Rain
Mount Road ATM,465300,WEDNESDAY,NH,W,WWW,23,3,2011,Light Rain
Airport ATM,480300,WEDNESDAY,NH,W,WWW,23,3,2011,Light Rain
KK Nagar ATM,798500,WEDNESDAY,NH,W,WWW,23,3,2011,Light Rain
Christ College ATM,237200,WEDNESDAY,NH,W,WWW,23,3,2011,Light Rain
Big Street ATM,34000,THURSDAY,NH,W,WWW,24,3,2011,Light Rain
Mount Road ATM,365900,THURSDAY,NH,W,WWW,24,3,2011,Light Rain
Airport ATM,370400,THURSDAY,NH,W,WWW,24,3,2011,Light Rain
KK Nagar ATM,561300,THURSDAY,NH,W,WWW,24,3,2011,Light Rain
Christ College ATM,304000,THURSDAY,NH,W,WWW,24,3,2011,Light Rain
Big Street ATM,37900,FRIDAY,NH,W,WWH,25,3,2011,Light Rain
Mount Road ATM,390200,FRIDAY,NH,W,WWH,25,3,2011,Light Rain
Airport ATM,231700,FRIDAY,NH,W,WWH,25,3,2011,Light Rain
KK Nagar ATM,592900,FRIDAY,NH,W,WWH,25,3,2011,Light Rain
Christ College ATM,206500,FRIDAY,NH,W,WWH,25,3,2011,Light Rain
Big Street ATM,41300,SATURDAY,NH,H,WHH,26,3,2011,Light Rain
Mount Road ATM,320500,SATURDAY,NH,H,WHH,26,3,2011,Light Rain
Airport ATM,448900,SATURDAY,NH,H,WHH,26,3,2011,Light Rain
KK Nagar ATM,812800,SATURDAY,NH,H,WHH,26,3,2011,Light Rain
Christ College ATM,215100,SATURDAY,NH,H,WHH,26,3,2011,Light Rain
Big Street ATM,88800,SUNDAY,NH,H,HHW,27,3,2011,Light Rain
Mount Road ATM,332700,SUNDAY,NH,H,HHW,27,3,2011,Light Rain
Airport ATM,360300,SUNDAY,NH,H,HHW,27,3,2011,Light Rain
KK Nagar ATM,333100,SUNDAY,NH,H,HHW,27,3,2011,Light Rain
Christ College ATM,286200,SUNDAY,NH,H,HHW,27,3,2011,Light Rain
Big Street ATM,144200,MONDAY,NH,W,HWW,28,3,2011,Light Rain
Mount Road ATM,410200,MONDAY,NH,W,HWW,28,3,2011,Light Rain
Airport ATM,493400,MONDAY,NH,W,HWW,28,3,2011,Light Rain
KK Nagar ATM,578100,MONDAY,NH,W,HWW,28,3,2011,Light Rain
Christ College ATM,263600,MONDAY,NH,W,HWW,28,3,2011,Light Rain
Big Street ATM,108600,TUESDAY,NH,W,WWW,29,3,2011,Light Rain
Mount Road ATM,538800,TUESDAY,NH,W,WWW,29,3,2011,Light Rain
Airport ATM,523300,TUESDAY,NH,W,WWW,29,3,2011,Light Rain
KK Nagar ATM,832200,TUESDAY,NH,W,WWW,29,3,2011,Light Rain
Christ College ATM,298000,TUESDAY,NH,W,WWW,29,3,2011,Light Rain
Big Street ATM,110200,WEDNESDAY,NH,W,WWW,30,3,2011,No Rain
Mount Road ATM,475100,WEDNESDAY,NH,W,WWW,30,3,2011,No Rain
Airport ATM,627600,WEDNESDAY,NH,W,WWW,30,3,2011,No Rain
KK Nagar ATM,849400,WEDNESDAY,NH,W,WWW,30,3,2011,No Rain
Christ College ATM,399600,WEDNESDAY,NH,W,WWW,30,3,2011,No Rain
Big Street ATM,131800,THURSDAY,NH,W,WWW,31,3,2011,Light Rain
Mount Road ATM,456500,THURSDAY,NH,W,WWW,31,3,2011,Light Rain
Airport ATM,629200,THURSDAY,NH,W,WWW,31,3,2011,Light Rain
KK Nagar ATM,962300,THURSDAY,NH,W,WWW,31,3,2011,Light Rain
Christ College ATM,514200,THURSDAY,NH,W,WWW,31,3,2011,Light Rain
Big Street ATM,134700,FRIDAY,NH,W,WWH,1,4,2011,Moderate Rain
Mount Road ATM,464800,FRIDAY,NH,W,WWH,1,4,2011,Moderate Rain
Airport ATM,480700,FRIDAY,NH,W,WWH,1,4,2011,Moderate Rain
KK Nagar ATM,557300,FRIDAY,NH,W,WWH,1,4,2011,Moderate Rain
Christ College ATM,336600,FRIDAY,NH,W,WWH,1,4,2011,Moderate Rain
Big Street ATM,130500,SATURDAY,NH,H,WHH,2,4,2011,Moderate Rain
Mount Road ATM,776400,SATURDAY,NH,H,WHH,2,4,2011,Moderate Rain
Airport ATM,555800,SATURDAY,NH,H,WHH,2,4,2011,Moderate Rain
KK Nagar ATM,728200,SATURDAY,NH,H,WHH,2,4,2011,Moderate Rain
Christ College ATM,285100,SATURDAY,NH,H,WHH,2,4,2011,Moderate Rain
Big Street ATM,237800,SUNDAY,NH,H,HHW,3,4,2011,Light Rain
Mount Road ATM,445500,SUNDAY,NH,H,HHW,3,4,2011,Light Rain
Airport ATM,580000,SUNDAY,NH,H,HHW,3,4,2011,Light Rain
KK Nagar ATM,571200,SUNDAY,NH,H,HHW,3,4,2011,Light Rain
Christ College ATM,333000,SUNDAY,NH,H,HHW,3,4,2011,Light Rain
Big Street ATM,101000,MONDAY,H,W,HWW,4,4,2011,No Rain
Mount Road ATM,608500,MONDAY,H,W,HWW,4,4,2011,No Rain
Airport ATM,412900,MONDAY,H,W,HWW,4,4,2011,No Rain
KK Nagar ATM,690500,MONDAY,H,W,HWW,4,4,2011,No Rain
Christ College ATM,295600,MONDAY,H,W,HWW,4,4,2011,No Rain
Big Street ATM,202300,TUESDAY,NH,W,WWW,5,4,2011,No Rain
Mount Road ATM,734200,TUESDAY,NH,W,WWW,5,4,2011,No Rain
Airport ATM,406000,TUESDAY,NH,W,WWW,5,4,2011,No Rain
KK Nagar ATM,1013600,TUESDAY,NH,W,WWW,5,4,2011,No Rain
Christ College ATM,423500,TUESDAY,NH,W,WWW,5,4,2011,No Rain
Big Street ATM,115400,WEDNESDAY,NH,W,WWW,6,4,2011,No Rain
Mount Road ATM,638500,WEDNESDAY,NH,W,WWW,6,4,2011,No Rain
Airport ATM,696000,WEDNESDAY,NH,W,WWW,6,4,2011,No Rain
KK Nagar ATM,1007100,WEDNESDAY,NH,W,WWW,6,4,2011,No Rain
Christ College ATM,388700,WEDNESDAY,NH,W,WWW,6,4,2011,No Rain
Big Street ATM,109800,THURSDAY,NH,W,WWW,7,4,2011,No Rain
Mount Road ATM,688000,THURSDAY,NH,W,WWW,7,4,2011,No Rain
Airport ATM,637400,THURSDAY,NH,W,WWW,7,4,2011,No Rain
KK Nagar ATM,1028000,THURSDAY,NH,W,WWW,7,4,2011,No Rain
Christ College ATM,388600,THURSDAY,NH,W,WWW,7,4,2011,No Rain
Big Street ATM,122500,FRIDAY,NH,W,WWH,8,4,2011,No Rain
Mount Road ATM,774300,FRIDAY,NH,W,WWH,8,4,2011,No Rain
Airport ATM,209400,FRIDAY,NH,W,WWH,8,4,2011,No Rain
KK Nagar ATM,914800,FRIDAY,NH,W,WWH,8,4,2011,No Rain
Christ College ATM,373000,FRIDAY,NH,W,WWH,8,4,2011,No Rain
Big Street ATM,155600,SATURDAY,NH,H,WHH,9,4,2011,No Rain
Mount Road ATM,602200,SATURDAY,NH,H,WHH,9,4,2011,No Rain
Airport ATM,550300,SATURDAY,NH,H,WHH,9,4,2011,No Rain
KK Nagar ATM,759100,SATURDAY,NH,H,WHH,9,4,2011,No Rain
Christ College ATM,483600,SATURDAY,NH,H,WHH,9,4,2011,No Rain
Big Street ATM,112700,SUNDAY,NH,H,HHW,10,4,2011,Light Rain
Mount Road ATM,442300,SUNDAY,NH,H,HHW,10,4,2011,Light Rain
Airport ATM,350200,SUNDAY,NH,H,HHW,10,4,2011,Light Rain
KK Nagar ATM,370100,SUNDAY,NH,H,HHW,10,4,2011,Light Rain
Christ College ATM,217800,SUNDAY,NH,H,HHW,10,4,2011,Light Rain
Big Street ATM,141300,MONDAY,NH,W,HWH,11,4,2011,No Rain
Mount Road ATM,679100,MONDAY,NH,W,HWH,11,4,2011,No Rain
Airport ATM,442100,MONDAY,NH,W,HWH,11,4,2011,No Rain
KK Nagar ATM,893300,MONDAY,NH,W,HWH,11,4,2011,No Rain
Christ College ATM,283400,MONDAY,NH,W,HWH,11,4,2011,No Rain
Big Street ATM,111500,TUESDAY,H,H,WHW,12,4,2011,No Rain
Mount Road ATM,559200,TUESDAY,H,H,WHW,12,4,2011,No Rain
Airport ATM,479600,TUESDAY,H,H,WHW,12,4,2011,No Rain
KK Nagar ATM,739500,TUESDAY,H,H,WHW,12,4,2011,No Rain
Christ College ATM,322800,TUESDAY,H,H,WHW,12,4,2011,No Rain
Big Street ATM,208500,WEDNESDAY,NH,W,HWH,13,4,2011,Light Rain
Mount Road ATM,362400,WEDNESDAY,NH,W,HWH,13,4,2011,Light Rain
Airport ATM,178400,WEDNESDAY,NH,W,HWH,13,4,2011,Light Rain
KK Nagar ATM,399900,WEDNESDAY,NH,W,HWH,13,4,2011,Light Rain
Christ College ATM,268700,WEDNESDAY,NH,W,HWH,13,4,2011,Light Rain
Big Street ATM,105600,THURSDAY,N,H,WHW,14,4,2011,Light Rain
Mount Road ATM,288700,THURSDAY,N,H,WHW,14,4,2011,Light Rain
Airport ATM,311800,THURSDAY,N,H,WHW,14,4,2011,Light Rain
KK Nagar ATM,727800,THURSDAY,N,H,WHW,14,4,2011,Light Rain
Christ College ATM,157000,THURSDAY,N,H,WHW,14,4,2011,Light Rain
Big Street ATM,90000,FRIDAY,NH,W,HWH,15,4,2011,Light Rain
Mount Road ATM,508300,FRIDAY,NH,W,HWH,15,4,2011,Light Rain
Airport ATM,531500,FRIDAY,NH,W,HWH,15,4,2011,Light Rain
KK Nagar ATM,428100,FRIDAY,NH,W,HWH,15,4,2011,Light Rain
Christ College ATM,468500,FRIDAY,NH,W,HWH,15,4,2011,Light Rain
Big Street ATM,68100,SATURDAY,H,H,WHH,16,4,2011,Light Rain
Mount Road ATM,515400,SATURDAY,H,H,WHH,16,4,2011,Light Rain
Airport ATM,456400,SATURDAY,H,H,WHH,16,4,2011,Light Rain
KK Nagar ATM,468000,SATURDAY,H,H,WHH,16,4,2011,Light Rain
Christ College ATM,297900,SATURDAY,H,H,WHH,16,4,2011,Light Rain
Big Street ATM,103000,SUNDAY,NH,H,HHW,17,4,2011,Light Rain
Mount Road ATM,538600,SUNDAY,NH,H,HHW,17,4,2011,Light Rain
Airport ATM,268000,SUNDAY,NH,H,HHW,17,4,2011,Light Rain
KK Nagar ATM,481400,SUNDAY,NH,H,HHW,17,4,2011,Light Rain
Christ College ATM,174500,SUNDAY,NH,H,HHW,17,4,2011,Light Rain
Big Street ATM,154000,MONDAY,NH,W,HWW,18,4,2011,Moderate Rain
Mount Road ATM,430500,MONDAY,NH,W,HWW,18,4,2011,Moderate Rain
Airport ATM,482600,MONDAY,NH,W,HWW,18,4,2011,Moderate Rain
KK Nagar ATM,315100,MONDAY,NH,W,HWW,18,4,2011,Moderate Rain
Christ College ATM,469100,MONDAY,NH,W,HWW,18,4,2011,Moderate Rain
Big Street ATM,92100,TUESDAY,NH,W,WWW,19,4,2011,Moderate Rain
Mount Road ATM,673500,TUESDAY,NH,W,WWW,19,4,2011,Moderate Rain
Airport ATM,217700,TUESDAY,NH,W,WWW,19,4,2011,Moderate Rain
KK Nagar ATM,447600,TUESDAY,NH,W,WWW,19,4,2011,Moderate Rain
Christ College ATM,273000,TUESDAY,NH,W,WWW,19,4,2011,Moderate Rain
Big Street ATM,171400,WEDNESDAY,NH,W,WWW,20,4,2011,Light Rain
Mount Road ATM,530100,WEDNESDAY,NH,W,WWW,20,4,2011,Light Rain
Airport ATM,343500,WEDNESDAY,NH,W,WWW,20,4,2011,Light Rain
KK Nagar ATM,638600,WEDNESDAY,NH,W,WWW,20,4,2011,Light Rain
Christ College ATM,305700,WEDNESDAY,NH,W,WWW,20,4,2011,Light Rain
Big Street ATM,120700,THURSDAY,NH,W,WWH,21,4,2011,Heavy Rain
Mount Road ATM,361600,THURSDAY,NH,W,WWH,21,4,2011,Heavy Rain
Airport ATM,246700,THURSDAY,NH,W,WWH,21,4,2011,Heavy Rain
KK Nagar ATM,742500,THURSDAY,NH,W,WWH,21,4,2011,Heavy Rain
Christ College ATM,165900,THURSDAY,NH,W,WWH,21,4,2011,Heavy Rain
Big Street ATM,73900,FRIDAY,C,H,WHH,22,4,2011,Moderate Rain
Mount Road ATM,397800,FRIDAY,C,H,WHH,22,4,2011,Moderate Rain
Airport ATM,262900,FRIDAY,C,H,WHH,22,4,2011,Moderate Rain
KK Nagar ATM,536400,FRIDAY,C,H,WHH,22,4,2011,Moderate Rain
Christ College ATM,173300,FRIDAY,C,H,WHH,22,4,2011,Moderate Rain
Big Street ATM,112300,SATURDAY,NH,H,HHH,23,4,2011,Moderate Rain
Mount Road ATM,552300,SATURDAY,NH,H,HHH,23,4,2011,Moderate Rain
Airport ATM,212600,SATURDAY,NH,H,HHH,23,4,2011,Moderate Rain
KK Nagar ATM,568100,SATURDAY,NH,H,HHH,23,4,2011,Moderate Rain
Christ College ATM,402500,SATURDAY,NH,H,HHH,23,4,2011,Moderate Rain
Big Street ATM,79900,SUNDAY,NH,H,HHW,24,4,2011,Light Rain
Mount Road ATM,278300,SUNDAY,NH,H,HHW,24,4,2011,Light Rain
Airport ATM,325700,SUNDAY,NH,H,HHW,24,4,2011,Light Rain
KK Nagar ATM,277200,SUNDAY,NH,H,HHW,24,4,2011,Light Rain
Christ College ATM,153700,SUNDAY,NH,H,HHW,24,4,2011,Light Rain
Big Street ATM,71600,MONDAY,NH,W,HWW,25,4,2011,Moderate Rain
Mount Road ATM,251700,MONDAY,NH,W,HWW,25,4,2011,Moderate Rain
Airport ATM,55600,MONDAY,NH,W,HWW,25,4,2011,Moderate Rain
KK Nagar ATM,462800,MONDAY,NH,W,HWW,25,4,2011,Moderate Rain
Christ College ATM,246600,MONDAY,NH,W,HWW,25,4,2011,Moderate Rain
Big Street ATM,62100,TUESDAY,NH,W,WWW,26,4,2011,Light Rain
Mount Road ATM,336900,TUESDAY,NH,W,WWW,26,4,2011,Light Rain
Airport ATM,290300,TUESDAY,NH,W,WWW,26,4,2011,Light Rain
KK Nagar ATM,536900,TUESDAY,NH,W,WWW,26,4,2011,Light Rain
Christ College ATM,335800,TUESDAY,NH,W,WWW,26,4,2011,Light Rain
Big Street ATM,80100,WEDNESDAY,NH,W,WWW,27,4,2011,Light Rain
Mount Road ATM,402200,WEDNESDAY,NH,W,WWW,27,4,2011,Light Rain
Airport ATM,359800,WEDNESDAY,NH,W,WWW,27,4,2011,Light Rain
KK Nagar ATM,766000,WEDNESDAY,NH,W,WWW,27,4,2011,Light Rain
Christ College ATM,370400,WEDNESDAY,NH,W,WWW,27,4,2011,Light Rain
Big Street ATM,77600,THURSDAY,NH,W,WWW,28,4,2011,Light Rain
Mount Road ATM,354000,THURSDAY,NH,W,WWW,28,4,2011,Light Rain
Airport ATM,392100,THURSDAY,NH,W,WWW,28,4,2011,Light Rain
KK Nagar ATM,512900,THURSDAY,NH,W,WWW,28,4,2011,Light Rain
Christ College ATM,270500,THURSDAY,NH,W,WWW,28,4,2011,Light Rain
Big Street ATM,86700,FRIDAY,NH,W,WWH,29,4,2011,Light Rain
Mount Road ATM,382500,FRIDAY,NH,W,WWH,29,4,2011,Light Rain
Airport ATM,348700,FRIDAY,NH,W,WWH,29,4,2011,Light Rain
KK Nagar ATM,740200,FRIDAY,NH,W,WWH,29,4,2011,Light Rain
Christ College ATM,270700,FRIDAY,NH,W,WWH,29,4,2011,Light Rain
Big Street ATM,22400,SATURDAY,NH,H,WHH,30,4,2011,Light Rain
Mount Road ATM,813600,SATURDAY,NH,H,WHH,30,4,2011,Light Rain
Airport ATM,614900,SATURDAY,NH,H,WHH,30,4,2011,Light Rain
KK Nagar ATM,1128700,SATURDAY,NH,H,WHH,30,4,2011,Light Rain
Christ College ATM,274900,SATURDAY,NH,H,WHH,30,4,2011,Light Rain
Big Street ATM,60200,SUNDAY,N,H,HHW,1,5,2011,Light Rain
Mount Road ATM,636000,SUNDAY,N,H,HHW,1,5,2011,Light Rain
Airport ATM,468900,SUNDAY,N,H,HHW,1,5,2011,Light Rain
KK Nagar ATM,577100,SUNDAY,N,H,HHW,1,5,2011,Light Rain
Christ College ATM,200300,SUNDAY,N,H,HHW,1,5,2011,Light Rain
Big Street ATM,116500,MONDAY,NH,W,HWW,2,5,2011,Moderate Rain
Mount Road ATM,361600,MONDAY,NH,W,HWW,2,5,2011,Moderate Rain
Airport ATM,617800,MONDAY,NH,W,HWW,2,5,2011,Moderate Rain
KK Nagar ATM,1245600,MONDAY,NH,W,HWW,2,5,2011,Moderate Rain
Christ College ATM,436200,MONDAY,NH,W,HWW,2,5,2011,Moderate Rain
Big Street ATM,97200,TUESDAY,NH,W,WWW,3,5,2011,Light Rain
Mount Road ATM,891100,TUESDAY,NH,W,WWW,3,5,2011,Light Rain
Airport ATM,552900,TUESDAY,NH,W,WWW,3,5,2011,Light Rain
KK Nagar ATM,870800,TUESDAY,NH,W,WWW,3,5,2011,Light Rain
Christ College ATM,365300,TUESDAY,NH,W,WWW,3,5,2011,Light Rain
Big Street ATM,52900,WEDNESDAY,NH,W,WWW,4,5,2011,Light Rain
Mount Road ATM,524100,WEDNESDAY,NH,W,WWW,4,5,2011,Light Rain
Airport ATM,634000,WEDNESDAY,NH,W,WWW,4,5,2011,Light Rain
KK Nagar ATM,992200,WEDNESDAY,NH,W,WWW,4,5,2011,Light Rain
Christ College ATM,237600,WEDNESDAY,NH,W,WWW,4,5,2011,Light Rain
Big Street ATM,111200,THURSDAY,NH,W,WWW,5,5,2011,Light Rain
Mount Road ATM,730500,THURSDAY,NH,W,WWW,5,5,2011,Light Rain
Airport ATM,563300,THURSDAY,NH,W,WWW,5,5,2011,Light Rain
KK Nagar ATM,1053100,THURSDAY,NH,W,WWW,5,5,2011,Light Rain
Christ College ATM,336000,THURSDAY,NH,W,WWW,5,5,2011,Light Rain
Big Street ATM,117300,FRIDAY,NH,W,WWH,6,5,2011,Light Rain
Mount Road ATM,653900,FRIDAY,NH,W,WWH,6,5,2011,Light Rain
Airport ATM,663000,FRIDAY,NH,W,WWH,6,5,2011,Light Rain
KK Nagar ATM,951900,FRIDAY,NH,W,WWH,6,5,2011,Light Rain
Christ College ATM,408100,FRIDAY,NH,W,WWH,6,5,2011,Light Rain
Big Street ATM,138600,SATURDAY,NH,H,WHH,7,5,2011,No Rain
Mount Road ATM,709400,SATURDAY,NH,H,WHH,7,5,2011,No Rain
Airport ATM,641300,SATURDAY,NH,H,WHH,7,5,2011,No Rain
KK Nagar ATM,1039600,SATURDAY,NH,H,WHH,7,5,2011,No Rain
Christ College ATM,282700,SATURDAY,NH,H,WHH,7,5,2011,No Rain
Big Street ATM,101000,SUNDAY,NH,H,HHW,8,5,2011,No Rain
Mount Road ATM,526600,SUNDAY,NH,H,HHW,8,5,2011,No Rain
Airport ATM,332600,SUNDAY,NH,H,HHW,8,5,2011,No Rain
KK Nagar ATM,392500,SUNDAY,NH,H,HHW,8,5,2011,No Rain
Christ College ATM,130900,SUNDAY,NH,H,HHW,8,5,2011,No Rain
Big Street ATM,65600,MONDAY,NH,W,HWW,9,5,2011,No Rain
Mount Road ATM,495800,MONDAY,NH,W,HWW,9,5,2011,No Rain
Airport ATM,403800,MONDAY,NH,W,HWW,9,5,2011,No Rain
KK Nagar ATM,591300,MONDAY,NH,W,HWW,9,5,2011,No Rain
Christ College ATM,258200,MONDAY,NH,W,HWW,9,5,2011,No Rain
Big Street ATM,204200,TUESDAY,NH,W,WWW,10,5,2011,No Rain
Mount Road ATM,660600,TUESDAY,NH,W,WWW,10,5,2011,No Rain
Airport ATM,364400,TUESDAY,NH,W,WWW,10,5,2011,No Rain
KK Nagar ATM,560100,TUESDAY,NH,W,WWW,10,5,2011,No Rain
Christ College ATM,260700,TUESDAY,NH,W,WWW,10,5,2011,No Rain
Big Street ATM,114900,WEDNESDAY,NH,W,WWW,11,5,2011,Light Rain
Mount Road ATM,789100,WEDNESDAY,NH,W,WWW,11,5,2011,Light Rain
Airport ATM,489700,WEDNESDAY,NH,W,WWW,11,5,2011,Light Rain
KK Nagar ATM,837300,WEDNESDAY,NH,W,WWW,11,5,2011,Light Rain
Christ College ATM,287700,WEDNESDAY,NH,W,WWW,11,5,2011,Light Rain
Big Street ATM,101000,THURSDAY,NH,W,WWW,12,5,2011,Light Rain
Mount Road ATM,515700,THURSDAY,NH,W,WWW,12,5,2011,Light Rain
Airport ATM,598500,THURSDAY,NH,W,WWW,12,5,2011,Light Rain
KK Nagar ATM,678800,THURSDAY,NH,W,WWW,12,5,2011,Light Rain
Christ College ATM,201200,THURSDAY,NH,W,WWW,12,5,2011,Light Rain
Big Street ATM,53300,FRIDAY,NH,W,WWH,13,5,2011,Light Rain
Mount Road ATM,608700,FRIDAY,NH,W,WWH,13,5,2011,Light Rain
Airport ATM,382100,FRIDAY,NH,W,WWH,13,5,2011,Light Rain
KK Nagar ATM,507200,FRIDAY,NH,W,WWH,13,5,2011,Light Rain
Christ College ATM,141900,FRIDAY,NH,W,WWH,13,5,2011,Light Rain
Big Street ATM,65000,SATURDAY,NH,H,WHH,14,5,2011,Moderate Rain
Mount Road ATM,682300,SATURDAY,NH,H,WHH,14,5,2011,Moderate Rain
Airport ATM,362200,SATURDAY,NH,H,WHH,14,5,2011,Moderate Rain
KK Nagar ATM,632800,SATURDAY,NH,H,WHH,14,5,2011,Moderate Rain
Christ College ATM,302700,SATURDAY,NH,H,WHH,14,5,2011,Moderate Rain
Big Street ATM,57300,SUNDAY,NH,H,HHW,15,5,2011,Light Rain
Mount Road ATM,393900,SUNDAY,NH,H,HHW,15,5,2011,Light Rain
Airport ATM,306700,SUNDAY,NH,H,HHW,15,5,2011,Light Rain
KK Nagar ATM,369300,SUNDAY,NH,H,HHW,15,5,2011,Light Rain
Christ College ATM,174300,SUNDAY,NH,H,HHW,15,5,2011,Light Rain
Big Street ATM,77900,MONDAY,NH,W,HWH,16,5,2011,Light Rain
Mount Road ATM,374900,MONDAY,NH,W,HWH,16,5,2011,Light Rain
Airport ATM,357500,MONDAY,NH,W,HWH,16,5,2011,Light Rain
KK Nagar ATM,922700,MONDAY,NH,W,HWH,16,5,2011,Light Rain
Christ College ATM,174000,MONDAY,NH,W,HWH,16,5,2011,Light Rain
Big Street ATM,66700,TUESDAY,H,H,WHW,17,5,2011,Light Rain
Mount Road ATM,549400,TUESDAY,H,H,WHW,17,5,2011,Light Rain
Airport ATM,331200,TUESDAY,H,H,WHW,17,5,2011,Light Rain
KK Nagar ATM,617000,TUESDAY,H,H,WHW,17,5,2011,Light Rain
Christ College ATM,267500,TUESDAY,H,H,WHW,17,5,2011,Light Rain
Big Street ATM,131400,WEDNESDAY,NH,W,HWW,18,5,2011,Light Rain
